machineID,layer_height [mm],print_speed [mm/s],nozzle_temperature [°C],bed_temperature [°C],filament_diameter [mm],failure_type
5175,0.39,77.52,216.44,56.92,1.68,4
5176,0.14,98.63,213.07,64.09,1.84,1
5177,0.38,46.85,204.94,65.64,1.71,2
5178,0.18,40.76,202.54,68.78,1.69,5
5179,0.28,42.33,184.66,68.43,1.82,3
5180,0.45,75.29,214.93,56.02,1.76,2
5181,0.32,56.93,190.2,58.39,1.76,1
5182,0.19,57.87,202.53,52.82,1.79,5
5183,0.48,35.92,194.85,69.82,1.72,0
5184,0.22,36.0,189.66,62.61,1.78,3
5185,0.33,81.21,183.67,60.83,1.82,1
5186,0.17,70.93,194.78,57.59,1.64,2
5187,0.41,48.41,215.54,58.72,1.77,5
5188,0.21,83.39,205.07,64.74,1.78,1
5189,0.11,92.41,205.84,57.78,1.73,1
5190,0.36,35.91,203.64,50.09,1.71,0
5191,0.47,93.5,191.32,69.76,1.8,5
5192,0.33,32.54,199.12,65.59,1.81,2
5193,0.29,49.8,180.74,66.17,1.72,3
5194,0.4,97.18,197.92,64.33,1.78,3
5195,0.13,34.09,208.65,54.49,1.67,1
5196,0.35,49.65,215.3,57.91,1.79,4
5197,0.11,42.89,217.74,69.41,1.76,1
5198,0.17,33.76,209.44,59.93,1.7,5
5199,0.18,87.83,207.07,62.18,1.67,4
5200,0.3,82.77,207.77,47.81,1.77,1
5201,0.41,40.53,207.56,60.73,1.74,5
5202,0.28,76.31,198.19,65.03,1.74,2
5203,0.11,99.03,208.63,54.49,1.7,2
5204,0.3,38.73,201.11,55.54,1.76,0
5205,0.16,66.74,222.93,57.92,1.72,3
5206,0.23,70.67,210.37,62.87,1.77,5
5207,0.2,66.49,213.75,66.44,1.76,2
5208,0.44,84.58,202.41,54.4,1.8,5
5209,0.37,43.06,215.93,59.88,1.77,4
5210,0.27,69.56,215.2,58.45,1.75,3
5211,0.34,43.49,184.48,50.64,1.8,5
5212,0.44,44.66,202.79,66.72,1.64,4
5213,0.4,99.15,191.82,62.78,1.79,4
5214,0.25,87.99,200.65,61.92,1.79,3
5215,0.3,42.8,192.07,55.13,1.74,1
5216,0.38,59.22,197.64,67.86,1.72,0
5217,0.45,49.76,198.35,64.38,1.7,0
5218,0.4,47.73,198.09,57.0,1.65,0
5219,0.34,84.29,203.74,58.91,1.81,0
5220,0.4,42.93,208.25,63.37,1.72,2
5221,0.19,88.58,194.62,58.66,1.71,3
5222,0.45,39.22,211.34,70.43,1.69,5
5223,0.4,52.09,198.56,61.23,1.81,0
5224,0.15,93.53,210.37,65.9,1.75,1
5225,0.15,86.12,197.41,67.66,1.72,0
5226,0.42,71.66,191.23,53.28,1.72,5
5227,0.27,84.04,190.96,59.61,1.83,2
5228,0.5,34.15,194.35,67.95,1.69,4
5229,0.28,30.69,191.56,59.63,1.75,5
5230,0.15,35.89,205.73,58.48,1.77,1
5231,0.36,38.95,203.16,58.41,1.75,2
5232,0.12,58.15,202.42,66.73,1.8,1
5233,0.1,37.9,197.08,57.84,1.73,0
5234,0.15,57.97,199.28,54.89,1.73,3
5235,0.38,72.5,196.92,58.55,1.73,4
5236,0.4,31.29,204.56,65.03,1.77,5
5237,0.26,72.05,205.96,60.82,1.78,3
5238,0.33,46.71,202.63,55.09,1.78,5
5239,0.48,47.17,196.47,56.12,1.78,2
5240,0.43,58.15,201.36,54.9,1.77,1
5241,0.25,58.25,206.69,58.67,1.74,3
5242,0.36,72.65,207.21,64.19,1.78,4
5243,0.25,50.97,190.36,56.35,1.73,3
5244,0.49,32.31,206.07,64.88,1.75,2
5245,0.18,83.35,202.01,58.02,1.76,4
5246,0.37,38.02,213.25,60.39,1.78,1
5247,0.22,97.64,208.38,49.78,1.92,2
5248,0.33,73.38,190.72,58.09,1.66,1
5249,0.23,87.87,199.8,54.27,1.78,5
5250,0.38,31.58,174.92,48.39,1.84,2
5251,0.29,57.9,195.73,55.57,1.76,2
5252,0.35,37.57,201.54,62.38,1.79,1
5253,0.15,66.27,212.8,55.07,1.75,5
5254,0.18,94.75,194.53,60.04,1.71,0
5255,0.15,62.33,191.15,58.11,1.75,3
5256,0.12,83.41,182.31,63.9,1.77,0
5257,0.39,80.19,212.95,64.54,1.67,5
5258,0.11,48.49,184.35,53.39,1.67,3
5259,0.21,87.1,230.11,67.78,1.78,3
5260,0.47,35.91,202.61,58.14,1.67,0
5261,0.49,72.45,217.55,60.97,1.64,2
5262,0.19,68.65,197.44,60.28,1.74,2
5263,0.15,35.75,203.43,58.3,1.71,0
5264,0.22,41.7,209.68,64.47,1.84,5
5265,0.45,73.21,210.55,63.62,1.82,3
5266,0.27,39.69,195.91,60.77,1.76,3
5267,0.32,32.28,195.8,60.92,1.73,4
5268,0.12,39.17,212.46,58.16,1.72,5
5269,0.2,77.18,214.78,54.5,1.65,2
5270,0.15,68.55,191.0,65.84,1.79,1
5271,0.42,87.91,199.6,60.28,1.74,0
5272,0.45,91.85,212.59,61.12,1.74,3
5273,0.34,69.28,200.22,54.29,1.74,5
5274,0.17,66.77,180.63,52.69,1.77,2
5275,0.45,54.95,204.78,61.24,1.85,4
5276,0.17,83.18,218.49,64.63,1.71,4
5277,0.3,54.91,210.46,59.05,1.74,1
5278,0.35,98.15,189.07,61.7,1.75,1
5279,0.34,95.23,197.17,56.9,1.82,0
5280,0.25,63.06,202.35,53.67,1.71,3
5281,0.22,48.57,195.67,50.79,1.7,2
5282,0.19,46.55,204.47,59.19,1.68,1
5283,0.4,39.7,209.78,64.55,1.7,3
5284,0.17,83.25,188.34,65.19,1.76,2
5285,0.27,66.13,203.78,64.47,1.74,0
5286,0.23,76.1,192.2,69.54,1.7,3
5287,0.37,53.08,193.62,53.44,1.83,1
5288,0.17,52.57,198.85,58.31,1.83,4
5289,0.13,62.21,187.36,58.17,1.75,1
5290,0.4,55.67,200.41,53.5,1.83,5
5291,0.15,40.37,207.6,61.35,1.78,3
5292,0.28,56.81,183.93,61.4,1.77,3
5293,0.36,47.3,211.82,58.86,1.76,2
5294,0.2,55.5,201.27,64.08,1.77,2
5295,0.26,80.3,197.59,55.18,1.81,2
5296,0.13,54.0,204.79,52.34,1.71,5
5297,0.5,87.28,208.29,57.91,1.73,5
5298,0.12,35.3,216.25,68.35,1.76,2
5299,0.21,54.07,190.19,59.81,1.78,3
5300,0.25,62.41,189.84,58.24,1.75,2
5301,0.32,96.67,208.16,66.99,1.74,1
5302,0.19,60.25,202.8,60.49,1.66,4
5303,0.29,70.92,200.16,62.22,1.76,5
5304,0.38,71.32,206.22,65.08,1.73,3
5305,0.27,56.89,215.47,54.53,1.65,5
5306,0.41,31.51,203.04,64.85,1.74,3
5307,0.15,66.14,203.48,56.77,1.76,5
5308,0.1,73.34,189.83,62.85,1.7,1
5309,0.47,49.5,209.65,58.57,1.77,1
5310,0.21,38.38,218.24,59.24,1.8,5
5311,0.28,60.27,210.3,56.65,1.62,2
5312,0.16,43.8,208.29,55.0,1.73,1
5313,0.39,86.61,202.3,52.54,1.74,3
5314,0.15,61.65,205.24,56.89,1.67,5
5315,0.12,71.11,208.1,62.77,1.83,0
5316,0.11,47.3,202.13,70.08,1.75,4
5317,0.36,70.95,197.8,57.16,1.72,4
5318,0.5,37.48,200.96,62.88,1.76,1
5319,0.32,85.53,200.1,64.6,1.82,0
5320,0.26,63.54,206.65,48.78,1.8,1
5321,0.33,96.55,204.41,58.02,1.7,5
5322,0.46,71.48,197.96,66.68,1.88,2
5323,0.14,89.3,196.3,54.79,1.79,0
5324,0.4,88.18,187.99,55.03,1.69,1
5325,0.13,47.01,197.56,58.97,1.74,0
5326,0.1,91.13,195.58,62.49,1.64,0
5327,0.36,73.46,190.93,63.79,1.73,1
5328,0.12,55.6,196.21,56.45,1.93,3
5329,0.25,80.16,198.95,63.57,1.76,0
5330,0.22,85.16,187.08,63.6,1.78,5
5331,0.36,80.77,178.69,66.89,1.79,0
5332,0.28,65.69,207.8,64.51,1.74,1
5333,0.38,76.23,201.73,61.7,1.78,2
5334,0.28,34.2,197.3,58.29,1.79,3
5335,0.29,91.33,196.65,64.47,1.7,0
5336,0.3,54.03,178.88,62.92,1.79,4
5337,0.28,49.19,195.83,62.19,1.69,2
5338,0.11,70.61,203.98,59.5,1.79,5
5339,0.27,39.63,191.11,69.14,1.78,2
5340,0.36,93.25,190.21,51.6,1.67,1
5341,0.15,45.86,191.53,63.98,1.88,5
5342,0.35,86.45,184.79,63.4,1.62,0
5343,0.46,36.35,198.74,67.12,1.76,5
5344,0.39,38.55,202.13,65.76,1.67,1
5345,0.38,31.12,200.81,58.08,1.74,3
5346,0.2,72.83,207.12,56.57,1.82,4
5347,0.48,42.52,193.08,60.86,1.73,0
5348,0.1,40.1,185.79,56.56,1.84,5
5349,0.16,96.9,197.61,70.26,1.74,5
5350,0.36,64.47,200.42,55.63,1.75,0
5351,0.21,80.31,204.34,60.74,1.79,0
5352,0.4,70.07,188.79,54.23,1.74,3
5353,0.17,39.4,203.15,53.01,1.73,4
5354,0.41,35.25,212.84,60.59,1.72,1
5355,0.39,30.62,197.82,62.81,1.73,0
5356,0.23,56.24,227.52,70.27,1.76,0
5357,0.33,79.46,203.26,55.71,1.72,2
5358,0.36,32.65,187.08,62.81,1.77,4
5359,0.12,85.87,203.79,55.92,1.75,4
5360,0.47,58.85,205.0,56.19,1.8,1
5361,0.5,32.37,206.48,57.35,1.66,1
5362,0.34,30.34,210.03,58.89,1.69,1
5363,0.2,85.25,210.56,59.96,1.79,3
5364,0.45,46.75,206.52,54.83,1.8,2
5365,0.3,93.36,210.39,53.77,1.8,5
5366,0.36,52.39,186.28,59.22,1.69,5
5367,0.5,42.72,207.85,61.99,1.79,5
5368,0.17,46.88,201.51,61.66,1.76,3
5369,0.16,59.43,195.17,65.48,1.77,3
5370,0.39,73.39,205.31,46.62,1.78,5
5371,0.34,75.89,206.15,51.8,1.8,2
5372,0.18,70.92,202.35,58.83,1.79,4
5373,0.1,39.09,199.93,57.69,1.69,5
5374,0.36,91.65,182.11,63.8,1.78,3
5375,0.18,50.02,212.35,61.69,1.79,5
5376,0.37,48.61,194.41,64.63,1.7,2
5377,0.28,99.73,209.36,61.56,1.7,5
5378,0.12,95.04,207.69,53.38,1.72,3
5379,0.16,79.83,204.38,59.43,1.74,3
5380,0.3,50.02,215.71,57.91,1.79,3
5381,0.27,43.63,199.69,57.98,1.75,2
5382,0.22,90.46,190.32,55.71,1.69,1
5383,0.47,30.18,194.83,57.9,1.84,1
5384,0.36,70.1,199.19,62.69,1.8,4
5385,0.39,52.67,201.14,59.71,1.81,5
5386,0.27,54.64,188.38,67.53,1.79,5
5387,0.26,99.0,198.78,61.88,1.71,4
5388,0.19,42.74,206.8,57.3,1.79,5
5389,0.42,94.81,216.8,65.45,1.75,5
5390,0.14,55.85,182.51,56.54,1.8,0
5391,0.14,88.28,200.57,64.02,1.82,5
5392,0.33,93.45,202.38,57.41,1.68,1
5393,0.46,87.14,184.62,66.0,1.74,2
5394,0.16,77.49,205.4,61.87,1.75,5
5395,0.23,43.09,202.54,71.68,1.73,5
5396,0.26,84.99,186.83,49.51,1.78,5
5397,0.18,97.08,188.36,60.6,1.76,1
5398,0.39,92.1,195.57,62.85,1.82,5
5399,0.46,90.57,197.81,61.36,1.79,3
5400,0.29,62.71,203.21,57.31,1.8,2
5401,0.19,95.4,204.58,64.26,1.81,3
5402,0.3,76.46,214.89,65.72,1.77,3
5403,0.4,73.08,191.44,54.51,1.77,0
5404,0.13,30.91,222.11,57.84,1.8,1
5405,0.32,31.14,176.88,63.79,1.7,0
5406,0.4,33.12,200.04,59.42,1.74,1
5407,0.31,62.35,184.4,57.85,1.81,2
5408,0.3,90.55,201.48,57.83,1.78,3
5409,0.35,73.53,191.57,62.11,1.74,2
5410,0.44,81.24,208.04,55.41,1.75,2
5411,0.4,98.54,197.37,57.21,1.72,3
5412,0.48,69.22,196.99,63.12,1.83,4
5413,0.5,90.35,203.99,61.13,1.75,5
5414,0.13,53.34,184.97,61.78,1.81,0
5415,0.5,49.65,200.98,64.05,1.81,4
5416,0.18,47.83,211.34,54.12,1.69,4
5417,0.22,81.42,195.92,44.92,1.76,2
5418,0.24,40.76,209.7,51.49,1.8,2
5419,0.43,72.53,208.55,56.18,1.73,3
5420,0.15,61.78,213.51,61.9,1.72,0
5421,0.11,93.74,210.86,63.37,1.71,4
5422,0.18,38.33,227.19,56.81,1.74,3
5423,0.39,70.75,213.08,63.57,1.76,4
5424,0.15,32.17,210.4,60.74,1.68,0
5425,0.21,34.97,202.2,67.63,1.76,2
5426,0.29,93.31,201.22,68.37,1.79,1
5427,0.27,89.43,199.57,60.91,1.73,4
5428,0.33,38.1,194.15,54.68,1.81,2
5429,0.22,60.72,192.01,59.24,1.78,4
5430,0.42,86.81,202.31,61.92,1.76,4
5431,0.28,71.01,213.77,65.49,1.78,5
5432,0.26,88.74,196.66,57.84,1.74,0
5433,0.13,37.03,198.59,59.78,1.74,0
5434,0.1,53.81,196.26,61.66,1.82,2
5435,0.24,72.52,208.58,60.18,1.71,5
5436,0.34,42.22,198.29,65.63,1.81,4
5437,0.41,61.43,214.54,63.98,1.77,5
5438,0.25,55.48,187.86,56.71,1.77,1
5439,0.36,36.05,196.04,58.24,1.73,0
5440,0.18,47.95,193.55,70.93,1.7,5
5441,0.11,76.75,208.87,66.27,1.69,4
5442,0.15,89.94,212.73,55.15,1.68,0
5443,0.29,73.68,201.24,66.42,1.79,5
5444,0.2,62.31,205.24,53.67,1.71,3
5445,0.23,51.6,192.87,62.93,1.74,4
5446,0.12,71.25,206.38,70.67,1.75,1
5447,0.39,78.42,196.53,67.98,1.77,2
5448,0.23,59.1,186.44,69.95,1.76,4
5449,0.33,58.73,188.28,60.42,1.64,2
5450,0.25,49.29,195.9,56.44,1.73,3
5451,0.15,38.82,202.92,53.55,1.82,2
5452,0.27,43.17,189.95,60.43,1.84,5
5453,0.45,95.5,202.58,62.09,1.78,0
5454,0.4,40.99,216.4,58.02,1.75,1
5455,0.12,99.26,191.15,60.14,1.7,4
5456,0.26,89.19,197.91,72.85,1.83,3
5457,0.15,51.35,198.49,60.59,1.71,4
5458,0.43,99.28,206.73,65.42,1.85,4
5459,0.3,40.27,204.52,57.44,1.7,3
5460,0.38,60.3,201.09,65.07,1.77,3
5461,0.36,39.44,195.67,51.35,1.72,3
5462,0.27,87.18,212.42,55.43,1.82,4
5463,0.3,92.17,213.95,73.88,1.71,1
5464,0.47,32.95,192.62,58.1,1.83,0
5465,0.37,67.47,191.86,64.52,1.73,1
5466,0.21,39.17,184.63,65.26,1.71,5
5467,0.19,62.13,185.78,61.55,1.78,1
5468,0.16,65.54,206.22,62.86,1.76,1
5469,0.2,38.55,197.98,66.61,1.71,0
5470,0.26,96.24,208.07,63.44,1.72,2
5471,0.31,89.24,185.8,66.45,1.76,5
5472,0.37,53.41,204.88,64.16,1.72,5
5473,0.21,61.08,200.15,61.81,1.84,3
5474,0.42,98.9,194.25,58.66,1.8,5
5475,0.29,76.41,193.54,58.15,1.72,1
5476,0.31,37.23,204.78,63.0,1.76,0
5477,0.15,71.44,194.8,61.45,1.73,1
5478,0.12,55.81,197.31,54.45,1.76,0
5479,0.28,93.14,205.08,56.22,1.78,5
5480,0.29,59.87,193.76,56.94,1.74,1
5481,0.47,67.52,204.78,60.79,1.71,0
5482,0.35,65.31,192.68,69.32,1.76,5
5483,0.19,34.18,193.14,59.94,1.72,3
5484,0.33,91.21,204.73,60.99,1.83,0
5485,0.12,74.17,214.17,71.98,1.77,3
5486,0.23,48.88,190.34,57.78,1.76,1
5487,0.44,59.34,199.48,67.6,1.74,0
5488,0.33,62.44,202.15,55.93,1.75,5
5489,0.44,47.32,212.12,55.21,1.75,1
5490,0.46,82.79,210.53,61.19,1.78,1
5491,0.41,31.62,218.65,64.63,1.73,0
5492,0.19,71.71,173.84,61.65,1.89,4
5493,0.42,63.14,193.39,52.98,1.76,3
5494,0.4,97.04,197.5,58.24,1.76,2
5495,0.12,42.43,205.18,63.13,1.69,5
5496,0.42,34.11,213.47,66.21,1.76,4
5497,0.2,63.89,194.36,59.44,1.71,0
5498,0.19,31.78,202.75,69.27,1.77,2
5499,0.47,67.93,200.07,59.15,1.78,4
5500,0.1,46.82,206.68,56.26,1.77,2
5501,0.13,63.33,193.77,58.09,1.63,3
5502,0.48,32.66,202.24,62.41,1.77,0
5503,0.18,65.37,187.63,56.24,1.79,0
5504,0.25,92.2,207.34,53.65,1.74,0
5505,0.16,69.0,211.97,55.76,1.7,0
5506,0.1,97.64,193.98,53.6,1.78,0
5507,0.2,41.8,184.22,60.41,1.74,3
5508,0.21,74.8,206.65,58.78,1.75,1
5509,0.14,30.82,188.55,61.16,1.74,0
5510,0.36,42.32,196.36,64.26,1.67,3
5511,0.19,58.18,200.99,62.52,1.81,0
5512,0.42,96.09,199.49,59.1,1.7,2
5513,0.3,60.28,202.71,60.84,1.71,2
5514,0.39,94.33,206.76,52.07,1.78,3
5515,0.17,76.43,188.7,51.11,1.8,1
5516,0.29,94.06,186.56,58.21,1.81,2
5517,0.4,71.47,193.63,63.91,1.81,4
5518,0.37,56.12,209.06,59.84,1.7,5
5519,0.46,77.08,191.41,61.01,1.73,1
5520,0.23,64.78,202.95,54.33,1.65,0
5521,0.26,67.06,192.38,66.9,1.72,4
5522,0.37,34.95,202.15,52.52,1.67,4
5523,0.25,83.16,208.19,49.08,1.7,3
5524,0.46,77.13,202.16,58.73,1.72,4
5525,0.16,83.85,188.74,56.19,1.66,2
5526,0.28,80.42,183.97,55.37,1.76,3
5527,0.2,59.35,184.58,63.98,1.69,3
5528,0.13,80.7,202.03,56.78,1.73,4
5529,0.2,100.0,208.61,60.55,1.68,2
5530,0.43,77.22,212.21,65.1,1.73,0
5531,0.36,49.43,188.37,59.19,1.75,5
5532,0.29,96.58,190.39,55.16,1.82,4
5533,0.48,99.85,199.93,55.22,1.76,3
5534,0.34,88.4,197.1,56.09,1.76,4
5535,0.17,63.73,216.26,64.89,1.69,1
5536,0.34,38.76,195.46,57.52,1.75,2
5537,0.49,91.47,186.5,60.18,1.77,0
5538,0.36,51.5,207.68,65.69,1.83,4
5539,0.23,90.34,198.59,67.0,1.71,5
5540,0.11,97.78,196.79,62.3,1.79,4
5541,0.33,71.06,193.85,58.68,1.79,2
5542,0.28,74.97,212.16,60.61,1.75,4
5543,0.45,30.86,205.33,72.43,1.74,4
5544,0.47,98.76,200.24,66.79,1.83,3
5545,0.17,78.99,202.34,58.09,1.71,4
5546,0.2,60.39,196.96,61.88,1.78,5
5547,0.47,67.5,199.06,56.41,1.63,4
5548,0.36,32.32,198.32,55.82,1.69,4
5549,0.32,77.98,210.6,64.38,1.77,4
5550,0.47,76.13,197.21,67.49,1.75,5
5551,0.34,61.61,206.37,61.12,1.72,5
5552,0.4,70.6,219.24,62.92,1.71,5
5553,0.49,67.86,203.87,57.53,1.83,3
5554,0.39,91.19,204.03,66.8,1.79,3
5555,0.11,99.62,192.74,70.28,1.79,2
5556,0.11,54.53,203.74,60.53,1.78,5
5557,0.48,78.13,191.52,68.57,1.75,3
5558,0.32,39.58,196.47,54.36,1.81,2
5559,0.2,47.28,215.24,54.38,1.75,0
5560,0.14,33.75,172.55,59.57,1.74,5
5561,0.15,43.81,205.93,65.55,1.71,1
5562,0.39,54.42,215.63,58.25,1.75,4
5563,0.32,54.74,183.36,64.02,1.73,3
5564,0.13,67.08,185.87,60.58,1.83,3
5565,0.16,39.51,197.69,68.09,1.83,3
5566,0.17,71.43,191.32,59.2,1.64,2
5567,0.39,74.42,207.58,58.1,1.81,1
5568,0.26,63.76,217.37,59.61,1.86,2
5569,0.12,50.47,222.0,60.75,1.71,5
5570,0.16,70.46,215.58,58.85,1.77,0
5571,0.21,37.89,198.66,67.15,1.68,0
5572,0.12,31.69,193.78,46.58,1.8,0
5573,0.46,96.56,203.13,54.31,1.83,4
5574,0.25,46.18,209.22,64.3,1.72,4
5575,0.17,65.47,181.73,60.51,1.71,3
5576,0.37,74.74,187.11,57.54,1.9,0
5577,0.49,53.69,216.73,57.08,1.77,5
5578,0.35,83.71,198.41,61.34,1.69,3
5579,0.46,71.59,190.01,56.5,1.74,4
5580,0.11,57.68,190.2,53.45,1.76,0
5581,0.23,32.88,181.16,58.83,1.76,1
5582,0.34,58.12,195.91,54.42,1.66,2
5583,0.36,49.78,208.76,64.48,1.73,1
5584,0.21,67.59,200.34,72.44,1.7,1
5585,0.22,49.26,195.99,66.74,1.75,2
5586,0.22,84.34,215.1,58.04,1.78,0
5587,0.23,61.3,209.8,57.58,1.74,5
5588,0.47,76.46,191.52,54.06,1.66,3
5589,0.26,92.31,189.26,59.29,1.68,3
5590,0.32,91.68,187.38,55.11,1.74,5
5591,0.46,46.0,189.11,62.25,1.72,2
5592,0.43,60.89,199.67,58.21,1.79,2
5593,0.4,83.7,198.27,68.03,1.76,4
5594,0.4,74.13,209.1,59.73,1.76,0
5595,0.16,30.03,211.09,64.48,1.77,1
5596,0.2,61.55,197.89,50.79,1.64,2
5597,0.45,80.18,186.39,64.25,1.81,0
5598,0.47,76.06,208.65,60.85,1.68,4
5599,0.21,70.19,222.62,57.03,1.84,5
5600,0.37,66.49,199.3,64.78,1.75,5
5601,0.47,80.25,200.18,59.39,1.81,3
5602,0.19,57.61,193.46,67.1,1.67,4
5603,0.32,64.91,213.08,63.4,1.71,4
5604,0.35,52.03,190.71,65.54,1.75,0
5605,0.29,77.49,203.5,59.01,1.77,3
5606,0.17,89.15,206.56,64.33,1.74,4
5607,0.45,88.59,188.85,65.12,1.72,2
5608,0.34,87.67,183.95,52.02,1.7,0
5609,0.47,61.15,204.39,58.66,1.84,5
5610,0.11,52.63,200.61,63.96,1.73,4
5611,0.38,55.96,194.25,59.67,1.76,1
5612,0.14,75.44,191.22,62.32,1.76,3
5613,0.13,47.09,202.16,60.83,1.73,2
5614,0.21,39.49,186.99,73.13,1.8,0
5615,0.44,76.73,199.15,61.38,1.79,1
5616,0.19,93.22,183.65,54.08,1.76,1
5617,0.49,62.08,207.17,66.48,1.68,0
5618,0.28,93.43,198.39,62.98,1.74,1
5619,0.32,37.44,196.38,61.3,1.76,4
5620,0.49,80.39,200.89,60.11,1.71,4
5621,0.34,46.75,189.33,58.88,1.76,1
5622,0.36,83.71,205.16,62.38,1.75,1
5623,0.49,72.15,201.46,64.45,1.73,5
5624,0.45,91.37,189.74,66.03,1.82,5
5625,0.18,62.41,225.14,69.78,1.74,3
5626,0.37,74.55,208.51,54.64,1.77,5
5627,0.33,70.72,211.81,55.09,1.81,4
5628,0.43,83.14,186.42,61.8,1.73,2
5629,0.13,84.18,189.01,63.06,1.7,5
5630,0.34,67.22,212.84,60.7,1.76,3
5631,0.4,51.15,208.88,60.05,1.76,3
5632,0.28,90.03,199.68,65.95,1.74,0
5633,0.31,31.97,202.85,63.85,1.78,1
5634,0.48,70.92,197.09,59.94,1.66,1
5635,0.13,45.82,202.41,59.4,1.71,5
5636,0.39,46.19,181.54,50.35,1.79,5
5637,0.2,88.55,209.31,57.49,1.74,5
5638,0.43,90.94,189.49,61.31,1.69,2
5639,0.4,61.5,221.56,58.37,1.76,4
5640,0.25,42.39,201.16,70.84,1.76,4
5641,0.46,36.63,189.7,70.99,1.72,4
5642,0.28,57.36,203.0,51.87,1.64,2
5643,0.11,95.98,214.72,62.29,1.7,0
5644,0.2,36.96,206.68,58.43,1.74,1
5645,0.23,58.04,198.98,60.09,1.75,5
5646,0.15,97.29,204.03,56.6,1.8,1
5647,0.34,66.59,186.44,63.5,1.76,0
5648,0.47,51.15,187.15,58.98,1.72,4
5649,0.37,81.69,209.26,59.55,1.68,0
5650,0.49,58.1,176.22,61.21,1.73,5
5651,0.32,33.0,217.98,58.21,1.71,2
5652,0.23,48.81,193.23,54.62,1.73,4
5653,0.4,94.26,195.22,60.07,1.77,5
5654,0.12,70.42,200.92,55.11,1.87,0
5655,0.2,54.38,207.05,52.0,1.69,5
5656,0.31,44.67,189.98,60.54,1.71,1
5657,0.41,95.56,205.65,64.24,1.81,2
5658,0.38,42.09,203.1,70.02,1.69,3
5659,0.14,69.31,213.08,58.61,1.77,1
5660,0.5,53.79,197.05,58.24,1.81,2
5661,0.11,55.11,196.65,54.5,1.69,2
5662,0.15,68.76,198.84,58.15,1.64,4
5663,0.3,60.6,221.8,57.61,1.74,4
5664,0.39,58.0,191.21,57.62,1.77,0
5665,0.23,48.94,210.25,59.2,1.76,2
5666,0.33,44.12,191.34,59.02,1.66,5
5667,0.3,33.44,190.42,68.22,1.82,0
5668,0.35,82.37,208.48,62.9,1.78,5
5669,0.2,96.43,209.01,59.39,1.77,0
5670,0.48,36.12,215.41,57.88,1.78,3
5671,0.42,42.68,200.07,62.11,1.78,2
5672,0.11,40.54,182.43,68.26,1.75,2
5673,0.12,99.78,204.22,75.63,1.81,5
5674,0.4,65.41,198.92,57.63,1.69,3
5675,0.25,96.72,189.88,52.71,1.79,1
5676,0.49,45.76,195.5,63.05,1.63,0
5677,0.22,83.05,197.33,57.45,1.59,0
5678,0.25,60.25,199.33,58.52,1.81,4
5679,0.19,87.54,196.01,60.88,1.7,4
5680,0.34,32.67,196.12,56.74,1.85,4
5681,0.19,83.68,202.37,65.15,1.74,5
5682,0.42,38.14,202.27,59.45,1.79,4
5683,0.47,92.98,179.85,53.76,1.75,1
5684,0.16,76.93,206.98,57.7,1.71,1
5685,0.25,44.68,190.37,57.63,1.77,4
5686,0.48,49.56,195.81,64.35,1.7,3
5687,0.14,80.55,204.1,54.55,1.8,0
5688,0.49,71.55,197.62,66.84,1.79,5
5689,0.17,36.46,198.66,60.77,1.76,2
5690,0.2,44.58,197.93,55.55,1.84,0
5691,0.42,30.58,200.93,51.63,1.74,1
5692,0.39,78.41,196.22,57.25,1.72,3
5693,0.24,46.58,201.7,61.7,1.81,1
5694,0.36,90.79,197.62,53.19,1.65,3
5695,0.27,73.89,205.02,56.69,1.71,5
5696,0.11,50.33,222.71,63.16,1.69,5
5697,0.29,81.36,211.67,56.6,1.67,1
5698,0.42,37.56,213.09,53.92,1.57,3
5699,0.28,58.11,210.33,65.45,1.75,3
5700,0.22,30.41,188.75,61.27,1.7,4
5701,0.32,94.34,192.6,49.33,1.79,5
5702,0.26,37.31,201.41,58.77,1.66,2
5703,0.49,79.46,188.15,55.44,1.72,3
5704,0.13,44.15,211.97,68.91,1.81,2
5705,0.48,37.97,210.22,60.44,1.74,0
5706,0.29,96.06,205.89,55.76,1.81,3
5707,0.3,60.52,203.13,70.8,1.76,1
5708,0.27,42.07,224.69,57.5,1.8,4
5709,0.28,55.66,201.49,60.6,1.8,0
5710,0.16,52.87,220.71,55.09,1.76,4
5711,0.21,46.4,208.19,67.25,1.75,5
5712,0.37,89.27,202.44,57.82,1.73,2
5713,0.28,37.43,185.6,61.67,1.7,0
5714,0.42,47.67,202.2,61.93,1.73,2
5715,0.2,67.53,194.88,58.81,1.7,4
5716,0.43,85.35,207.85,60.56,1.72,5
5717,0.44,99.84,187.13,57.54,1.82,5
5718,0.31,95.55,198.33,63.15,1.73,1
5719,0.31,62.34,198.09,57.63,1.77,3
5720,0.27,40.4,208.42,52.11,1.83,3
5721,0.44,47.61,186.4,54.58,1.77,4
5722,0.38,37.31,197.56,56.18,1.76,1
5723,0.18,70.14,199.69,63.12,1.67,5
5724,0.41,89.32,180.15,65.3,1.76,2
5725,0.17,80.27,217.18,68.29,1.77,5
5726,0.27,38.36,200.03,58.85,1.84,2
5727,0.46,41.87,212.2,52.77,1.7,1
5728,0.39,43.12,202.18,64.52,1.71,2
5729,0.22,85.37,198.37,53.52,1.81,1
5730,0.23,70.6,207.55,53.37,1.8,5
5731,0.21,36.89,208.93,67.4,1.73,0
