machineID,spindle_speed [RPM],feed_rate [mm/rev],depth_of_cut [mm],tool_wear [mm],vibration_level [m/s²],cutting_force [N],failure_type
4177,843.1,0.24,2.33,0.0,1.12,982.21,2
4178,808.85,0.39,0.74,0.0,1.1,299.27,3
4179,624.59,0.41,1.85,0.0,1.23,577.75,1
4180,924.47,0.38,3.51,0.0,1.09,1622.44,0
4181,848.33,0.28,2.47,0.0,1.45,1047.69,0
4182,715.36,0.22,2.54,0.0,1.21,908.51,3
4183,706.7,0.26,2.51,0.0,1.22,886.91,4
4184,817.43,0.24,1.85,0.0,1.26,756.12,0
4185,704.69,0.19,2.76,0.0,1.26,972.47,2
4186,844.89,0.2,1.12,0.0,1.26,473.14,3
4187,876.46,0.27,1.88,0.0,1.29,823.87,3
4188,640.22,0.41,2.57,0.0,0.98,822.68,1
4189,768.47,0.39,1.37,0.0,1.2,526.4,3
4190,749.88,0.36,1.39,0.0,1.31,521.17,3
4191,954.33,0.14,2.13,0.0,1.15,1016.36,1
4192,797.68,0.25,2.55,0.0,1.29,1017.04,0
4193,891.17,0.49,2.69,0.0,1.36,1198.62,4
4194,802.63,0.42,2.19,0.0,1.2,878.88,0
4195,707.68,0.19,1.24,0.0,1.05,438.76,4
4196,799.03,0.13,0.99,0.0,1.1,395.52,1
4197,857.68,0.21,1.39,0.0,1.24,596.09,5
4198,814.85,0.23,2.56,0.0,1.14,1043.01,0
4199,805.19,0.13,2.11,0.0,1.36,849.48,4
4200,830.94,0.41,1.97,0.0,1.01,818.48,2
4201,1004.87,0.19,2.93,0.0,1.31,1472.13,4
4202,735.27,0.37,2.83,0.0,1.12,1040.41,2
4203,733.47,0.39,1.33,0.0,1.11,487.76,3
4204,724.95,0.27,1.21,0.0,1.26,438.59,2
4205,762.19,0.2,2.0,0.0,1.26,762.19,0
4206,689.22,0.26,2.42,0.0,1.29,833.96,0
4207,827.9,0.44,0.81,0.0,1.07,335.3,1
4208,748.2,0.34,2.24,0.0,1.14,837.98,5
4209,724.63,0.46,2.22,0.0,0.96,804.34,2
4210,734.14,0.23,2.23,0.0,1.37,818.57,1
4211,866.66,0.14,2.4,0.0,1.13,1039.99,4
4212,731.39,0.47,2.24,0.0,1.27,819.16,4
4213,810.11,0.17,1.23,0.0,1.07,498.22,1
4214,695.21,0.34,2.43,0.0,1.21,844.68,4
4215,814.28,0.48,1.72,0.0,1.26,700.28,5
4216,780.07,0.38,2.02,0.0,1.2,787.87,5
4217,906.21,0.36,1.45,0.0,1.27,657.0,2
4218,951.15,0.27,2.07,0.0,1.15,984.44,0
4219,713.21,0.28,2.3,0.0,1.11,820.19,5
4220,842.6,0.41,1.58,0.0,0.94,665.65,0
4221,784.02,0.38,2.08,0.0,1.1,815.38,0
4222,937.76,0.26,1.89,0.0,1.15,886.18,5
4223,833.97,0.29,1.69,0.0,1.14,704.7,3
4224,809.96,0.25,2.07,0.0,1.38,838.31,4
4225,744.05,0.28,1.91,0.0,1.21,710.57,2
4226,721.65,0.36,1.6,0.0,1.19,577.32,1
4227,731.64,0.31,2.12,0.0,1.42,775.54,3
4228,652.06,0.14,2.17,0.0,1.26,707.49,5
4229,793.93,0.21,2.96,0.0,1.28,1175.02,5
4230,741.1,0.17,1.78,0.0,1.09,659.58,2
4231,865.39,0.31,1.89,0.0,1.23,817.79,1
4232,812.81,0.19,1.99,0.0,1.26,808.75,2
4233,1038.62,0.31,2.26,0.0,1.18,1173.64,2
4234,864.88,0.33,2.5,0.0,1.23,1081.1,1
4235,694.02,0.39,2.04,0.0,1.01,707.9,3
4236,485.97,0.19,2.04,0.0,1.16,495.69,3
4237,861.57,0.29,2.27,0.0,1.21,977.88,3
4238,789.7,0.28,1.82,0.0,1.25,718.63,0
4239,835.41,0.27,1.43,0.0,1.17,597.32,5
4240,711.42,0.15,1.6,0.0,1.2,569.14,5
4241,730.26,0.38,2.15,0.0,1.28,785.03,0
4242,761.66,0.44,1.84,0.0,1.12,700.73,4
4243,992.85,0.21,1.37,0.0,1.28,680.1,5
4244,619.38,0.43,1.74,0.0,1.16,538.86,1
4245,916.11,0.35,2.74,0.0,1.07,1255.07,3
4246,700.64,0.39,2.11,0.0,1.21,739.18,5
4247,811.42,0.3,1.88,0.0,1.02,762.73,4
4248,889.54,0.2,1.94,0.0,1.21,862.85,1
4249,693.22,0.22,1.26,0.0,1.14,436.73,3
4250,880.25,0.26,1.77,0.0,1.01,779.02,4
4251,855.8,0.49,2.19,0.0,1.25,937.1,5
4252,742.27,0.23,2.42,0.0,1.24,898.15,0
4253,989.04,0.26,2.89,0.0,1.08,1429.16,5
4254,718.83,0.27,0.87,0.0,1.21,312.69,3
4255,923.38,0.43,2.03,0.0,1.12,937.23,3
4256,807.66,0.45,1.51,0.0,1.11,609.78,4
4257,740.55,0.11,1.34,0.0,1.16,496.17,3
4258,692.32,0.17,1.78,0.0,1.28,616.16,0
4259,703.4,0.16,2.08,0.0,1.03,731.54,3
4260,816.97,0.15,2.06,0.0,1.37,841.48,4
4261,955.6,0.3,1.49,0.0,1.18,711.92,3
4262,829.16,0.41,1.47,0.0,1.42,609.43,1
4263,748.37,0.41,1.74,0.0,1.11,651.08,3
4264,895.32,0.44,2.58,0.0,1.16,1154.96,5
4265,832.55,0.49,1.33,0.0,1.33,553.65,5
4266,822.74,0.25,2.19,0.0,1.13,900.9,1
4267,747.35,0.31,2.06,0.0,1.09,769.77,1
4268,692.98,0.34,2.57,0.0,1.29,890.48,0
4269,800.91,0.38,1.6,0.0,1.23,640.73,2
4270,910.35,0.19,2.18,0.0,1.24,992.28,5
4271,754.88,0.16,1.7,0.0,1.17,641.65,5
4272,915.52,0.3,0.81,0.0,1.2,370.79,1
4273,666.99,0.13,1.64,0.0,1.25,546.93,4
4274,818.7,0.3,1.92,0.0,1.3,785.95,3
4275,809.23,0.46,2.55,0.0,1.29,1031.77,2
4276,955.81,0.39,2.06,0.0,1.25,984.48,5
4277,959.42,0.44,2.62,0.0,1.11,1256.84,1
4278,860.31,0.37,1.7,0.0,1.1,731.26,0
4279,807.57,0.46,2.06,0.0,1.27,831.8,5
4280,869.46,0.16,2.53,0.0,1.25,1099.87,4
4281,875.88,0.41,2.18,0.0,1.25,954.71,2
4282,787.53,0.14,2.14,0.0,1.16,842.66,3
4283,920.25,0.15,2.43,0.0,1.1,1118.1,2
4284,784.15,0.43,2.17,0.0,1.37,850.8,1
4285,752.25,0.41,3.05,0.0,1.24,1147.18,5
4286,849.81,0.48,2.36,0.0,1.29,1002.78,5
4287,851.46,0.42,2.36,0.0,1.19,1004.72,3
4288,870.34,0.34,2.96,0.0,0.9,1288.1,2
4289,888.16,0.31,1.83,0.0,1.2,812.67,0
4290,868.07,0.42,1.68,0.0,1.25,729.18,5
4291,779.36,0.48,1.47,0.0,1.24,572.83,3
4292,991.03,0.17,1.99,0.0,1.35,986.07,2
4293,774.16,0.47,2.29,0.0,1.23,886.41,1
4294,789.79,0.13,2.08,0.0,1.01,821.38,1
4295,977.2,0.24,2.25,0.0,1.15,1099.35,1
4296,748.89,0.32,1.95,0.0,1.28,730.17,4
4297,792.28,0.48,2.17,0.0,1.17,859.62,3
4298,832.05,0.11,2.49,0.0,1.3,1035.9,3
4299,765.29,0.25,1.58,0.0,1.24,604.58,1
4300,747.6,0.36,2.25,0.0,1.17,841.05,3
4301,713.24,0.4,1.35,0.0,1.29,481.44,2
4302,866.55,0.28,2.04,0.0,1.27,883.88,2
4303,889.25,0.16,2.33,0.0,1.08,1035.98,3
4304,713.81,0.36,1.89,0.0,1.01,674.55,4
4305,653.21,0.35,1.82,0.0,1.34,594.42,0
4306,830.22,0.42,2.12,0.0,1.22,880.03,2
4307,734.41,0.17,3.03,0.0,1.3,1112.63,1
4308,891.21,0.47,1.43,0.0,1.33,637.22,5
4309,863.24,0.3,2.45,0.0,1.21,1057.47,4
4310,1023.48,0.37,2.11,0.0,1.28,1079.77,3
4311,781.58,0.34,2.14,0.0,1.27,836.29,1
4312,813.83,0.16,1.81,0.0,1.1,736.52,0
4313,785.16,0.49,2.1,0.0,1.14,824.42,5
4314,813.87,0.13,3.09,0.0,1.24,1257.43,3
4315,841.41,0.38,2.41,0.0,1.26,1013.9,1
4316,902.08,0.47,1.95,0.0,1.3,879.53,4
4317,945.59,0.27,1.14,0.0,1.32,538.99,5
4318,815.83,0.15,1.53,0.0,1.1,624.11,0
4319,889.05,0.42,1.92,0.0,1.21,853.49,1
4320,688.13,0.48,1.09,0.0,1.17,375.03,3
4321,759.43,0.21,2.07,0.0,1.29,786.01,1
4322,879.86,0.19,2.51,0.0,1.2,1104.22,0
4323,786.66,0.37,2.44,0.0,1.1,959.73,3
4324,772.26,0.25,1.26,0.0,1.09,486.52,0
4325,683.91,0.37,1.09,0.0,1.15,372.73,4
4326,738.38,0.32,1.57,0.0,1.34,579.63,4
4327,770.08,0.34,2.19,0.0,1.03,843.24,4
4328,820.03,0.38,1.83,0.0,1.23,750.33,5
4329,884.66,0.44,2.17,0.0,1.07,959.86,1
4330,664.04,0.16,2.61,0.0,1.05,866.57,0
4331,823.77,0.31,2.41,0.0,1.4,992.64,3
4332,891.95,0.3,1.74,0.0,1.17,776.0,0
4333,636.57,0.25,1.3,0.0,1.25,413.77,4
4334,769.34,0.36,2.09,0.0,1.19,803.96,3
4335,824.25,0.46,2.33,0.0,1.28,960.25,1
4336,720.78,0.38,2.39,0.0,1.18,861.33,4
4337,784.99,0.21,2.01,0.0,1.18,788.91,3
4338,885.88,0.36,1.62,0.0,1.12,717.56,3
4339,820.43,0.28,1.17,0.0,1.25,479.95,0
4340,780.34,0.23,2.56,0.0,1.22,998.84,0
4341,658.35,0.31,1.82,0.0,1.09,599.1,4
4342,897.89,0.14,1.99,0.0,1.09,893.4,3
4343,695.22,0.44,2.36,0.0,1.17,820.36,4
4344,713.91,0.43,1.85,0.0,1.26,660.37,0
4345,810.84,0.46,2.48,0.0,1.36,1005.44,4
4346,715.0,0.23,1.16,0.0,1.11,414.7,1
4347,706.72,0.22,1.45,0.0,1.05,512.37,0
4348,908.53,0.47,1.32,0.0,1.13,599.63,5
4349,771.05,0.49,1.22,0.0,1.37,470.34,5
4350,695.3,0.45,1.8,0.0,1.16,625.77,4
4351,690.0,0.18,2.1,0.0,1.14,724.5,2
4352,994.05,0.19,2.13,0.0,1.16,1058.66,3
4353,672.96,0.29,1.84,0.0,1.23,619.12,5
4354,802.54,0.38,2.89,0.0,1.27,1159.67,2
4355,791.15,0.25,1.66,0.0,1.16,656.65,1
4356,788.04,0.19,1.85,0.0,1.28,728.94,1
4357,848.84,0.46,2.05,0.0,1.12,870.06,2
4358,898.08,0.3,2.24,0.0,1.07,1005.85,5
4359,854.34,0.35,1.87,0.0,1.08,798.81,5
4360,628.46,0.33,1.93,0.64,1.14,606.46,1
4361,754.7,0.13,1.21,0.0,1.13,456.59,2
4362,808.64,0.29,1.31,1.06,1.38,529.66,0
4363,632.98,0.33,2.05,1.21,1.33,648.8,1
4364,746.16,0.42,1.39,0.65,1.22,518.58,5
4365,690.43,0.13,2.4,1.88,1.46,828.52,3
4366,554.25,0.27,2.37,1.59,1.2,656.79,3
4367,723.65,0.4,1.7,2.78,1.07,615.1,1
4368,670.69,0.29,2.94,3.27,1.17,985.91,3
4369,698.48,0.4,2.17,4.43,1.12,757.85,2
4370,676.78,0.29,1.91,4.29,1.38,646.32,1
4371,891.88,0.47,1.77,3.98,1.15,789.31,1
4372,767.32,0.1,1.12,4.51,1.14,429.7,2
4373,772.87,0.31,1.98,4.42,1.24,765.14,2
4374,678.92,0.2,2.11,5.05,1.17,716.26,0
4375,833.51,0.28,1.03,7.21,1.21,429.26,5
4376,713.96,0.4,2.58,6.27,1.21,921.01,0
4377,721.29,0.12,2.85,7.8,1.09,1027.84,4
4378,859.47,0.42,2.06,5.13,1.24,885.25,5
4379,776.94,0.17,1.26,5.2,1.36,489.47,3
4380,1018.61,0.15,1.94,3.65,1.28,988.05,2
4381,858.75,0.32,2.26,4.63,1.21,970.39,2
4382,783.72,0.38,1.72,4.47,1.25,674.0,4
4383,786.51,0.16,2.37,3.51,1.33,932.01,1
4384,839.46,0.19,2.45,5.29,1.2,1028.34,4
4385,811.49,0.14,1.8,5.71,1.29,730.34,2
4386,951.29,0.35,2.24,5.32,1.19,1065.44,3
4387,595.7,0.43,1.82,8.18,1.16,542.09,2
4388,742.22,0.31,2.25,7.88,1.15,835.0,2
4389,1019.34,0.44,2.16,7.55,1.2,1100.89,0
4390,861.21,0.49,2.12,7.95,0.99,912.88,5
4391,664.72,0.15,1.92,6.19,1.35,638.13,2
4392,801.61,0.49,2.25,5.98,1.19,901.81,5
4393,903.19,0.19,1.93,6.69,1.19,871.58,1
4394,700.37,0.28,2.03,5.6,1.13,710.88,0
4395,822.13,0.16,3.01,6.87,1.1,1237.31,3
4396,1071.58,0.13,1.65,7.56,1.26,884.05,5
4397,809.68,0.36,2.04,7.89,1.14,825.87,2
4398,785.34,0.12,2.51,7.34,1.22,985.6,2
4399,777.29,0.42,1.26,6.55,1.34,489.69,3
4400,752.96,0.44,1.74,7.07,1.37,655.08,1
4401,756.62,0.25,1.93,6.44,1.15,730.14,2
4402,790.41,0.32,1.62,4.61,1.07,640.23,0
4403,863.9,0.35,1.68,5.37,1.12,725.68,4
4404,766.64,0.42,2.44,6.48,1.26,935.3,4
4405,780.48,0.18,2.43,6.87,1.45,948.28,2
4406,803.84,0.1,2.02,8.09,1.19,811.88,3
4407,705.55,0.41,1.72,8.13,1.15,606.77,3
4408,675.88,0.41,2.39,5.87,1.24,807.68,3
4409,749.36,0.38,1.26,5.45,1.33,472.1,2
4410,869.12,0.32,1.83,5.02,1.29,795.24,3
4411,847.63,0.32,2.44,5.28,1.15,1034.11,1
4412,646.19,0.24,2.12,5.46,1.26,684.96,0
4413,913.3,0.28,3.27,5.63,1.28,1493.25,0
4414,939.4,0.14,2.05,4.8,1.11,962.88,2
4415,800.75,0.31,1.58,6.76,1.2,632.59,1
4416,843.05,0.29,1.01,5.95,1.44,425.74,0
4417,1001.86,0.13,1.86,4.57,1.37,931.73,0
4418,851.01,0.38,2.75,4.8,1.26,1170.14,3
4419,675.18,0.39,1.95,7.14,1.09,658.3,0
4420,899.34,0.4,1.11,6.37,1.22,499.13,0
4421,772.29,0.25,2.31,7.96,1.27,891.99,3
4422,822.75,0.13,1.43,8.78,1.13,588.27,1
4423,862.5,0.41,2.65,7.25,1.3,1142.81,3
4424,722.72,0.37,2.05,7.84,1.1,740.79,5
4425,715.47,0.26,1.55,7.96,1.24,554.49,0
4426,920.55,0.46,2.13,8.81,1.1,980.39,3
4427,696.03,0.24,2.26,7.72,1.33,786.51,5
4428,834.63,0.23,1.98,8.4,1.15,826.28,1
4429,810.3,0.44,1.69,6.94,1.23,684.7,0
4430,734.78,0.41,2.26,7.3,1.32,830.3,0
4431,906.61,0.49,2.55,6.18,1.2,1155.93,3
4432,1021.94,0.49,1.66,7.58,1.35,848.21,5
4433,745.56,0.35,2.34,9.31,1.14,872.31,4
4434,683.92,0.46,2.06,9.38,1.13,704.44,2
4435,1052.64,0.24,1.9,9.98,1.46,1000.01,0
4436,875.17,0.22,2.15,10.31,1.12,940.81,5
4437,706.9,0.32,1.35,12.48,1.03,477.16,5
4438,807.5,0.22,1.47,13.98,1.09,593.51,0
4439,821.53,0.48,2.16,12.82,1.35,887.25,2
4440,780.64,0.48,2.36,11.29,1.21,921.16,4
4441,729.11,0.28,0.93,12.5,1.25,339.04,0
4442,763.5,0.47,1.41,10.7,1.35,538.27,2
4443,820.61,0.15,2.33,10.53,1.27,956.01,1
4444,777.19,0.34,1.85,9.18,1.22,718.9,2
4445,697.3,0.22,2.15,9.54,1.25,749.6,2
4446,842.74,0.36,1.97,11.13,1.28,830.1,4
4447,883.68,0.38,1.78,8.5,1.43,786.48,5
4448,723.84,0.17,2.2,8.91,1.09,796.22,5
4449,1041.19,0.14,3.38,9.33,1.28,1759.61,0
4450,808.72,0.24,3.22,7.09,1.22,1302.04,3
4451,985.24,0.49,2.19,8.0,1.07,1078.84,1
4452,681.07,0.25,2.21,8.7,1.24,752.58,1
4453,853.3,0.29,1.86,10.0,1.23,793.57,5
4454,869.82,0.44,1.79,12.1,1.38,778.49,5
4455,865.48,0.13,2.87,11.93,1.18,1241.96,5
4456,872.6,0.29,2.05,10.45,1.11,894.42,3
4457,632.78,0.47,2.51,10.27,1.23,794.14,4
4458,589.89,0.35,2.04,8.68,1.25,601.69,3
4459,866.77,0.13,1.23,9.56,1.13,533.06,4
4460,839.31,0.46,2.38,8.65,1.14,998.78,2
4461,796.43,0.34,1.61,9.17,1.25,641.13,4
4462,658.97,0.33,1.68,9.58,0.93,553.53,4
4463,748.23,0.2,1.65,8.28,1.29,617.29,3
4464,721.21,0.31,2.73,10.06,1.18,984.45,4
4465,715.31,0.25,1.38,10.6,1.18,493.56,0
4466,924.83,0.4,0.95,10.43,1.17,439.29,0
4467,753.57,0.38,2.06,11.01,1.22,776.18,2
4468,718.87,0.3,2.46,13.22,1.33,884.21,1
4469,657.42,0.41,2.55,12.92,1.34,838.21,2
4470,769.66,0.19,2.33,12.06,1.23,896.65,2
4471,909.96,0.43,2.05,13.47,1.27,932.71,0
4472,838.96,0.12,2.46,13.5,1.25,1031.92,4
4473,700.87,0.45,1.13,14.67,1.14,395.99,2
4474,693.63,0.48,1.73,15.41,1.24,599.99,0
4475,880.36,0.34,1.91,15.75,1.11,840.74,0
4476,792.29,0.35,1.64,15.29,1.28,649.68,5
4477,842.47,0.4,2.88,13.57,1.22,1213.16,1
4478,751.31,0.45,1.94,13.58,1.24,728.77,0
4479,765.12,0.23,1.69,14.72,1.15,646.53,0
4480,689.87,0.24,2.36,15.5,1.17,814.05,2
4481,881.78,0.29,2.63,15.97,1.25,1159.54,4
4482,582.07,0.5,1.21,16.49,1.23,352.15,3
4483,970.42,0.49,1.59,15.88,1.04,771.48,3
4484,858.61,0.16,2.11,15.19,1.18,905.83,2
4485,718.57,0.35,1.62,16.24,1.15,582.04,5
4486,725.69,0.18,2.18,16.97,1.09,791.0,1
4487,871.8,0.5,2.06,18.99,1.12,897.95,4
4488,951.56,0.34,2.62,18.9,1.19,1246.54,0
4489,767.58,0.46,2.64,17.21,1.31,1013.21,0
4490,791.08,0.32,1.97,16.73,1.42,779.21,2
4491,929.71,0.19,2.14,17.3,1.2,994.79,5
4492,833.5,0.25,2.33,15.46,1.25,971.03,4
4493,780.78,0.31,1.96,14.19,1.09,765.16,1
4494,810.23,0.23,2.57,12.53,1.25,1041.15,4
4495,882.29,0.33,1.74,11.54,1.16,767.59,4
4496,822.29,0.47,1.94,11.6,1.32,797.62,3
4497,756.82,0.47,0.99,9.59,1.2,374.63,3
4498,781.56,0.18,0.65,10.7,1.19,254.01,2
4499,828.6,0.18,1.4,12.03,1.19,580.02,1
4500,797.26,0.49,2.78,13.27,1.24,1108.19,2
4501,690.31,0.15,2.44,12.33,1.09,842.18,4
4502,774.0,0.34,1.35,12.57,1.15,522.45,0
4503,871.92,0.36,1.59,12.34,1.26,693.18,4
4504,653.04,0.5,2.19,12.78,1.23,715.08,4
4505,878.53,0.28,1.63,13.13,1.19,716.0,5
4506,842.98,0.36,1.64,14.35,1.12,691.24,1
4507,880.05,0.46,2.35,15.13,1.18,1034.06,0
4508,781.32,0.24,1.7,15.63,1.17,664.12,0
4509,962.84,0.11,2.64,15.33,1.05,1270.95,5
4510,802.07,0.4,1.39,14.8,1.27,557.44,4
4511,838.19,0.36,1.98,14.84,1.25,829.81,3
4512,856.47,0.19,2.09,12.61,1.16,895.01,4
4513,616.02,0.46,1.84,13.42,1.2,566.74,1
4514,751.17,0.29,1.94,13.23,1.24,728.63,0
4515,870.34,0.44,1.74,11.77,1.13,757.2,3
4516,846.83,0.2,2.58,10.91,1.33,1092.41,0
4517,759.86,0.2,1.6,10.83,1.36,607.89,4
4518,724.48,0.11,0.87,11.89,1.02,315.15,3
4519,919.38,0.23,1.5,11.55,1.26,689.54,2
4520,858.55,0.39,2.89,12.13,1.15,1240.6,5
4521,868.04,0.44,1.85,13.64,1.47,802.94,2
4522,737.76,0.31,2.33,12.51,1.14,859.49,2
4523,966.61,0.48,2.13,13.55,1.17,1029.44,1
4524,887.06,0.18,2.04,14.04,1.31,904.8,1
4525,827.6,0.14,2.17,13.24,1.05,897.95,4
4526,941.11,0.29,1.39,13.11,1.29,654.07,5
4527,884.13,0.24,1.81,12.3,1.13,800.14,3
4528,899.57,0.13,2.07,12.51,1.02,931.05,3
4529,820.68,0.41,1.32,13.18,1.3,541.65,1
4530,829.86,0.11,1.57,12.14,1.25,651.44,2
4531,749.46,0.29,1.89,10.73,1.32,708.24,5
4532,873.33,0.27,1.88,9.77,1.19,820.93,0
4533,836.38,0.11,1.44,9.75,1.12,602.19,0
4534,781.15,0.35,2.14,10.62,1.15,835.83,0
4535,669.52,0.39,1.75,10.3,0.98,585.83,0
4536,678.48,0.28,2.2,10.91,1.41,746.33,0
4537,685.71,0.36,1.82,10.91,1.17,624.0,4
4538,818.39,0.19,2.78,9.53,1.27,1137.56,4
4539,791.3,0.43,2.6,9.37,1.17,1028.69,0
4540,682.79,0.14,2.5,8.98,1.29,853.49,3
4541,704.49,0.32,1.97,8.48,1.33,693.92,4
4542,803.23,0.23,2.4,8.4,1.37,963.88,0
4543,727.85,0.43,1.89,9.31,1.19,687.82,1
4544,858.29,0.41,2.36,7.72,1.17,1012.78,1
4545,868.02,0.3,2.15,6.83,1.23,933.12,3
4546,760.58,0.27,1.87,7.15,1.26,711.14,2
4547,823.12,0.38,1.57,7.06,1.13,646.15,1
4548,826.39,0.44,2.2,4.77,1.07,909.03,1
4549,709.9,0.19,2.35,3.61,1.1,834.13,0
4550,913.69,0.28,1.92,4.16,1.03,877.14,1
4551,775.57,0.18,0.62,3.71,1.11,240.43,2
4552,910.85,0.13,2.49,2.88,1.02,1134.01,1
4553,786.66,0.2,2.84,0.0,1.24,1117.06,1
4554,951.01,0.41,1.77,0.0,1.22,841.64,3
4555,895.18,0.34,2.63,0.0,1.18,1177.16,3
4556,892.7,0.2,1.98,0.17,1.04,883.77,3
4557,966.23,0.3,2.36,0.0,1.17,1140.15,1
4558,973.08,0.41,1.37,0.0,1.14,666.56,1
4559,811.26,0.32,1.85,0.0,1.21,750.42,4
4560,846.21,0.17,1.32,0.0,1.22,558.5,3
4561,585.67,0.17,1.59,0.0,1.06,465.61,0
4562,614.01,0.42,1.93,0.0,1.16,592.52,0
4563,792.28,0.36,1.84,0.0,1.22,728.9,5
4564,994.98,0.16,2.42,0.0,1.11,1203.93,4
4565,839.07,0.44,1.66,0.0,1.11,696.43,2
4566,830.21,0.39,2.06,0.0,1.29,855.12,0
4567,821.07,0.37,1.87,0.0,1.11,767.7,1
4568,726.99,0.41,2.43,0.0,0.99,883.29,5
4569,733.95,0.15,2.19,0.0,1.14,803.68,4
4570,642.0,0.41,1.46,0.0,1.05,468.66,2
4571,849.66,0.4,2.79,0.0,1.16,1185.28,3
4572,781.58,0.44,1.18,0.0,1.27,461.13,2
4573,970.83,0.46,2.56,0.0,1.34,1242.66,3
4574,895.72,0.4,1.44,0.0,1.25,644.92,2
4575,713.79,0.2,2.4,0.0,1.34,856.55,1
4576,829.01,0.14,2.16,0.0,1.24,895.33,3
4577,826.35,0.43,2.82,0.0,1.3,1165.15,4
4578,651.26,0.49,2.44,0.0,1.17,794.54,2
4579,779.5,0.25,2.16,0.0,1.35,841.86,4
4580,747.44,0.2,2.2,0.0,1.05,822.18,5
4581,822.65,0.25,1.7,0.0,1.33,699.25,0
4582,852.47,0.49,1.76,0.26,1.16,750.17,4
4583,710.53,0.41,1.31,0.62,1.24,465.4,3
4584,925.03,0.44,2.7,2.0,1.0,1248.79,2
4585,773.17,0.21,2.34,1.35,1.33,904.61,1
4586,735.95,0.22,2.19,0.0,1.19,805.87,5
4587,747.96,0.4,2.46,0.0,1.3,919.99,3
4588,884.62,0.34,1.43,0.0,1.16,632.5,1
4589,862.45,0.26,1.92,0.0,1.2,827.95,5
4590,810.6,0.27,2.84,0.0,1.07,1151.05,1
4591,879.86,0.17,1.77,0.0,1.28,778.68,2
4592,950.3,0.47,1.72,0.0,1.29,817.26,4
4593,785.87,0.21,2.01,0.0,1.04,789.8,5
4594,947.03,0.21,2.13,0.0,1.28,1008.59,1
4595,825.59,0.19,1.8,0.0,1.19,743.03,0
4596,900.57,0.48,1.84,0.0,1.15,828.52,0
4597,744.88,0.48,2.97,0.0,1.13,1106.15,4
4598,867.77,0.21,1.31,0.0,1.19,568.39,5
4599,790.49,0.27,1.42,0.0,1.17,561.25,0
4600,710.27,0.5,1.44,0.0,1.47,511.39,1
4601,866.69,0.41,1.85,0.0,1.24,801.69,1
4602,722.31,0.2,1.93,0.0,1.13,697.03,0
4603,784.32,0.46,2.03,0.0,1.25,796.08,5
4604,786.96,0.14,2.06,0.0,1.28,810.57,0
4605,859.8,0.32,2.4,0.0,1.15,1031.76,2
4606,782.73,0.11,1.56,0.0,1.14,610.53,3
4607,789.47,0.17,2.7,0.0,1.17,1065.78,1
4608,774.86,0.14,1.48,0.0,1.43,573.4,3
4609,722.74,0.38,2.86,0.0,1.19,1033.52,5
4610,882.05,0.26,1.97,0.0,1.17,868.82,2
4611,824.09,0.37,2.34,0.0,1.12,964.19,4
4612,888.25,0.44,2.4,0.0,1.21,1065.9,2
4613,750.87,0.46,1.99,0.0,1.37,747.12,3
4614,644.54,0.34,1.57,0.0,1.21,505.96,5
4615,806.66,0.2,1.5,0.0,1.12,605.0,3
4616,812.3,0.38,1.71,0.0,1.15,694.52,1
4617,753.93,0.31,1.57,0.0,1.38,591.84,2
4618,605.7,0.15,1.68,0.0,1.29,508.79,4
4619,916.48,0.48,1.43,0.0,1.11,655.28,5
4620,681.22,0.21,2.25,0.0,1.22,766.37,2
4621,826.59,0.45,1.44,0.0,1.28,595.14,0
4622,737.52,0.31,2.06,0.0,1.12,759.65,5
4623,926.67,0.17,1.95,0.0,1.31,903.5,2
4624,779.65,0.13,2.1,0.0,1.43,818.63,3
4625,670.77,0.46,2.76,0.0,1.21,925.66,2
4626,916.33,0.48,2.41,0.0,1.08,1104.18,1
4627,687.38,0.24,1.99,0.0,1.3,683.94,4
4628,744.43,0.44,2.01,0.0,1.3,748.15,3
4629,818.45,0.18,1.99,0.0,1.13,814.36,2
4630,829.84,0.25,2.07,0.0,1.11,858.88,2
4631,770.75,0.31,2.49,0.0,1.11,959.58,2
4632,931.74,0.47,2.08,0.0,1.1,969.01,4
4633,693.24,0.19,1.02,0.0,1.17,353.55,4
4634,752.52,0.21,2.59,0.0,1.31,974.51,5
4635,776.81,0.4,2.03,0.0,1.27,788.46,3
4636,647.78,0.34,1.93,0.0,1.25,625.11,2
4637,728.53,0.17,2.5,0.0,1.07,910.66,3
4638,702.58,0.25,1.29,0.0,1.32,453.16,0
4639,759.9,0.38,2.42,0.0,1.28,919.48,3
4640,813.71,0.24,1.43,0.0,1.08,581.8,2
4641,790.34,0.17,2.23,0.0,1.1,881.23,2
4642,826.07,0.12,2.17,0.0,1.12,896.29,0
4643,902.16,0.2,1.55,0.0,1.3,699.17,0
4644,782.03,0.21,1.35,0.0,1.22,527.87,1
4645,680.44,0.39,1.98,0.0,1.31,673.64,1
4646,942.85,0.31,1.32,0.0,1.06,622.28,5
4647,852.57,0.13,1.68,0.0,1.32,716.16,2
4648,739.95,0.2,2.04,0.0,1.3,754.75,0
4649,662.79,0.21,2.04,0.0,1.27,676.05,4
4650,834.27,0.19,2.73,0.0,1.18,1138.78,5
4651,808.26,0.2,2.69,0.0,1.14,1087.11,2
4652,577.8,0.11,2.18,0.0,1.15,629.8,4
4653,798.64,0.19,2.14,0.0,1.18,854.54,3
