conveyorID,belt_speed [m/s],load_weight [kg],motor_current [A],belt_tension [N],belt_alignment_offset [mm],pulley_rotation_speed [RPM],ambient_temperature [°C],failure_type
4613,1.43,411.94,18.24,405.97,-0.07,85.8,25.58,2
4614,1.67,192.41,13.85,296.2,0.27,100.2,21.86,4
4615,1.42,403.5,18.07,401.75,0.25,85.2,26.49,4
4616,1.48,220.64,14.41,310.32,0.89,88.8,22.33,3
4617,1.48,154.36,13.09,277.18,-1.01,88.8,21.72,5
4618,1.4,359.59,17.19,379.79,1.19,84.0,24.91,3
4619,1.38,229.59,14.59,314.8,-0.15,82.8,22.21,2
4620,1.44,355.55,17.11,377.78,-0.1,86.4,27.0,1
4621,1.58,190.83,13.82,295.42,0.32,94.8,26.98,3
4622,1.55,419.87,18.4,409.94,0.1,93.0,24.56,0
4623,1.45,284.72,15.69,342.36,-0.15,87.0,26.94,2
4624,1.37,478.89,19.58,439.44,-0.18,82.2,25.58,1
4625,1.49,170.33,13.41,285.17,-0.48,89.4,25.16,5
4626,1.58,396.35,17.93,398.18,0.6,94.8,24.92,2
4627,1.43,459.63,19.19,429.82,-0.85,85.8,25.9,5
4628,1.68,229.83,14.6,314.92,-0.48,100.8,24.39,1
4629,1.48,193.19,13.86,296.6,0.36,88.8,25.24,2
4630,1.48,271.26,15.43,335.63,-0.43,88.8,26.46,1
4631,1.37,427.54,18.55,413.77,0.19,82.2,27.36,0
4632,1.54,246.78,14.94,323.39,-0.57,92.4,23.71,2
4633,1.7,127.08,12.54,263.54,0.58,102.0,25.5,2
4634,1.42,465.37,19.31,432.68,1.3,85.2,24.82,5
4635,1.4,435.3,18.71,417.65,0.11,84.0,22.25,1
4636,1.35,108.11,12.16,254.06,0.36,81.0,25.47,4
4637,1.39,475.13,19.5,437.56,0.3,83.4,23.03,5
4638,1.42,418.85,18.38,409.42,0.19,85.2,26.51,4
4639,1.35,398.66,17.97,399.33,0.09,81.0,23.32,0
4640,1.58,117.13,12.34,258.56,-0.17,94.8,26.61,5
4641,1.55,161.32,13.23,280.66,0.59,93.0,26.26,3
4642,1.68,256.76,15.14,328.38,-0.01,100.8,24.91,2
4643,1.54,436.93,18.74,418.46,0.07,92.4,26.35,1
4644,1.47,406.51,18.13,403.26,-0.39,88.2,23.79,5
4645,1.48,392.23,17.84,396.12,0.16,88.8,23.52,1
4646,1.66,130.21,12.6,265.1,0.47,99.6,25.12,1
4647,1.45,141.35,12.83,270.68,0.25,87.0,22.95,5
4648,1.52,264.43,15.29,332.22,-0.63,91.2,21.13,2
4649,1.48,342.11,16.84,371.06,0.21,88.8,26.78,1
4650,1.44,477.92,19.56,438.96,0.42,86.4,28.82,3
4651,1.41,226.06,14.52,313.03,-0.11,84.6,26.11,4
4652,1.57,365.5,17.31,382.75,-0.16,94.2,24.37,0
4653,1.53,140.2,12.8,270.1,0.1,91.8,27.32,3
4654,1.31,487.2,19.74,443.6,0.44,78.6,24.34,4
4655,1.5,426.77,18.54,413.38,-0.16,90.0,22.69,1
4656,1.77,458.26,19.17,429.13,0.23,106.2,23.61,2
4657,1.49,486.7,19.73,443.35,0.24,89.4,22.12,3
4658,1.52,312.36,16.25,356.18,1.09,91.2,26.98,4
4659,1.63,412.73,18.25,406.36,-0.95,97.8,26.58,0
4660,1.44,457.12,19.14,428.56,0.07,86.4,26.71,2
4661,1.56,391.44,17.83,395.72,0.4,93.6,18.82,3
4662,1.53,284.77,15.7,342.38,-0.15,91.8,26.5,5
4663,1.44,386.39,17.73,393.2,-0.11,86.4,26.21,3
4664,1.56,344.42,16.89,372.21,0.47,93.6,26.25,0
4665,1.39,333.67,16.67,366.84,0.72,83.4,25.97,0
4666,1.59,384.28,17.69,392.14,0.49,95.4,22.16,5
4667,1.6,484.03,19.68,442.02,0.37,96.0,27.37,3
4668,1.68,110.06,12.2,255.03,0.23,100.8,22.44,5
4669,1.56,323.57,16.47,361.78,0.19,93.6,26.99,2
4670,1.54,437.83,18.76,418.92,0.05,92.4,23.22,0
4671,1.43,148.36,12.97,274.18,-0.23,85.8,25.12,3
4672,1.52,109.66,12.19,254.83,-0.45,91.2,24.66,5
4673,1.45,373.02,17.46,386.51,0.16,87.0,23.83,0
4674,1.35,118.48,12.37,259.24,0.04,81.0,25.2,5
4675,1.38,209.95,14.2,304.98,1.21,82.8,23.52,1
4676,1.64,233.11,14.66,316.56,0.03,98.4,24.77,2
4677,1.44,382.69,17.65,391.34,-0.12,86.4,24.63,5
4678,1.37,108.46,12.17,254.23,-0.56,82.2,26.42,2
4679,1.36,278.42,15.57,339.21,0.46,81.6,27.34,0
4680,1.38,135.19,12.7,267.6,-0.16,82.8,26.21,4
4681,1.63,262.05,15.24,331.02,-0.26,97.8,23.24,3
4682,1.45,471.65,19.43,435.82,-0.06,87.0,24.37,0
4683,1.71,313.48,16.27,356.74,-0.85,102.6,24.17,4
4684,1.33,145.81,12.92,272.9,-0.14,79.8,26.02,3
4685,1.48,158.15,13.16,279.08,0.83,88.8,23.14,4
4686,1.35,347.38,16.95,373.69,0.35,81.0,25.28,2
4687,1.43,142.51,12.85,271.26,0.02,85.8,28.94,1
4688,1.53,456.85,19.14,428.42,-0.43,91.8,23.71,3
4689,1.27,273.66,15.47,336.83,0.24,76.2,27.19,1
4690,1.29,176.85,13.54,288.42,0.66,77.4,24.66,5
4691,1.47,212.42,14.25,306.21,-1.06,88.2,22.46,4
4692,1.6,196.53,13.93,298.26,-0.6,96.0,22.53,1
4693,1.58,333.81,16.68,366.9,0.95,94.8,27.42,0
4694,1.31,257.23,15.14,328.62,0.21,78.6,22.83,5
4695,1.44,223.29,14.47,311.64,-0.45,86.4,29.36,2
4696,1.51,470.34,19.41,435.17,-0.11,90.6,24.78,5
4697,1.45,460.78,19.22,430.39,0.56,87.0,24.41,3
4698,1.76,323.6,16.47,361.8,0.11,105.6,23.36,4
4699,1.49,241.18,14.82,320.59,0.62,89.4,23.14,0
4700,1.52,238.22,14.76,319.11,0.18,91.2,26.31,0
4701,1.62,106.2,12.12,253.1,-0.15,97.2,27.47,3
4702,1.46,308.45,16.17,354.22,0.43,87.6,24.31,0
4703,1.43,118.59,12.37,259.3,0.67,85.8,25.96,3
4704,1.54,426.94,18.54,413.47,-0.34,92.4,25.53,0
4705,1.54,195.22,13.9,297.61,-1.01,92.4,26.23,4
4706,1.56,292.4,15.85,346.2,0.13,93.6,26.24,4
4707,1.52,100.05,12.0,250.02,0.36,91.2,21.68,4
4708,1.52,219.28,14.39,309.64,-0.75,91.2,26.93,0
4709,1.64,395.37,17.91,397.68,-0.02,98.4,25.18,1
4710,1.69,163.66,13.27,281.83,-0.31,101.4,27.57,0
4711,1.52,476.44,19.53,438.22,0.21,91.2,25.81,1
4712,1.56,493.21,19.86,446.6,0.29,93.6,26.97,1
4713,1.61,121.85,12.44,260.92,0.0,96.6,21.02,4
4714,1.4,251.94,15.04,325.97,-0.06,84.0,24.25,0
4715,1.61,429.86,18.6,414.93,0.61,96.6,24.37,5
4716,1.5,112.96,12.26,256.48,-0.68,90.0,21.98,2
4717,1.3,416.37,18.33,408.18,0.35,78.0,21.73,0
4718,1.71,180.1,13.6,290.05,-0.37,102.6,25.6,3
4719,1.41,491.66,19.83,445.83,-0.45,84.6,24.9,2
4720,1.67,196.54,13.93,298.27,-0.2,100.2,25.27,3
4721,1.44,428.62,18.57,414.31,-0.02,86.4,25.38,5
4722,1.44,204.65,14.09,302.32,-0.55,86.4,23.76,4
4723,1.44,348.72,16.97,374.36,0.05,86.4,24.11,0
4724,1.58,231.68,14.63,315.84,0.11,94.8,26.29,1
4725,1.67,318.77,16.38,359.38,-1.02,100.2,25.06,0
4726,1.47,182.35,13.65,291.18,0.1,88.2,23.61,0
4727,1.53,340.51,16.81,370.26,0.29,91.8,23.29,3
4728,1.36,115.71,12.31,257.86,-0.41,81.6,25.59,2
4729,1.3,243.75,14.88,321.88,0.19,78.0,26.07,0
4730,1.28,174.53,13.49,287.26,-0.4,76.8,27.6,3
4731,1.39,165.17,13.3,282.58,0.88,83.4,23.44,4
4732,1.4,301.68,16.03,350.84,0.62,84.0,23.58,1
4733,1.56,488.3,19.77,444.15,-0.17,93.6,26.33,0
4734,1.44,488.38,19.77,444.19,0.11,86.4,26.4,0
4735,1.58,216.85,14.34,308.42,-0.68,94.8,23.76,2
4736,1.39,330.3,16.61,365.15,0.19,83.4,26.29,4
4737,1.47,316.74,16.33,358.37,-0.04,88.2,24.06,3
4738,1.63,111.37,12.23,255.68,-0.04,97.8,22.81,4
4739,1.6,434.66,18.69,417.33,0.53,96.0,29.5,4
4740,1.57,489.11,19.78,444.56,-0.55,94.2,26.4,3
4741,1.46,155.27,13.11,277.64,0.68,87.6,27.01,3
4742,1.55,300.18,16.0,350.09,-0.04,93.0,26.46,2
4743,1.54,373.89,17.48,386.94,0.25,92.4,25.68,4
4744,1.63,308.09,16.16,354.04,0.09,97.8,25.77,5
4745,1.5,325.69,16.51,362.84,0.48,90.0,25.31,2
4746,1.44,278.87,15.58,339.44,0.54,86.4,25.87,3
4747,1.33,171.89,13.44,285.94,-0.45,79.8,28.25,1
4748,1.41,231.99,14.64,316.0,-0.29,84.6,24.2,2
4749,1.51,364.95,17.3,382.48,-0.35,90.6,26.05,4
4750,1.46,294.29,15.89,347.14,0.51,87.6,22.65,0
4751,1.52,312.35,16.25,356.18,0.1,91.2,25.11,3
4752,1.55,249.31,14.99,324.65,-0.56,93.0,24.69,1
4753,1.61,345.46,16.91,372.73,0.27,96.6,24.16,2
4754,1.22,469.01,19.38,434.5,-0.23,73.2,28.79,5
4755,1.42,123.97,12.48,261.98,-0.48,85.2,21.54,3
4756,1.56,221.85,14.44,310.92,0.11,93.6,22.4,2
4757,1.46,269.79,15.4,334.9,-0.22,87.6,25.18,1
4758,1.61,260.07,15.2,330.04,-0.34,96.6,26.34,4
4759,1.56,209.44,14.19,304.72,0.14,93.6,25.34,1
4760,1.4,231.0,14.62,315.5,0.63,84.0,21.58,0
4761,1.28,234.03,14.68,317.02,-0.08,76.8,22.05,1
4762,1.56,314.31,16.29,357.16,-0.41,93.6,24.17,2
4763,1.35,103.98,12.08,251.99,-0.54,81.0,20.12,0
4764,1.5,493.2,19.86,446.6,0.19,90.0,26.87,0
4765,1.57,113.23,12.26,256.62,0.03,94.2,26.45,0
4766,1.59,161.96,13.24,280.98,1.02,95.4,31.52,2
4767,1.6,390.56,17.81,395.28,0.7,96.0,25.25,0
4768,1.27,164.81,13.3,282.4,-0.14,76.2,25.35,4
4769,1.71,289.73,15.79,344.86,-0.66,102.6,25.38,4
4770,1.54,396.55,17.93,398.28,0.34,92.4,24.31,2
4771,1.47,376.68,17.53,388.34,0.34,88.2,26.53,1
4772,1.44,361.77,17.24,380.88,0.42,86.4,23.62,1
4773,1.47,405.09,18.1,402.54,0.5,88.2,24.64,5
4774,1.45,410.0,18.2,405.0,-1.0,87.0,22.51,4
4775,1.51,360.13,17.2,380.06,0.55,90.6,23.03,5
4776,1.53,373.05,17.46,386.52,0.63,91.8,28.64,2
4777,1.61,428.8,18.58,414.4,-0.25,96.6,24.98,5
4778,1.61,420.61,18.41,410.3,-0.11,96.6,25.02,1
4779,1.22,439.87,18.8,419.94,-0.64,73.2,24.45,5
4780,1.53,471.94,19.44,435.97,-0.18,91.8,28.34,5
4781,1.51,219.9,14.4,309.95,0.13,90.6,25.32,1
4782,1.31,159.75,13.2,279.88,-0.07,78.6,22.58,4
4783,1.46,225.14,14.5,312.57,-0.15,87.6,24.74,4
4784,1.26,442.7,18.85,421.35,0.05,75.6,25.68,1
4785,1.47,405.41,18.11,402.71,-0.28,88.2,23.92,1
4786,1.55,101.99,12.04,251.0,-0.09,93.0,22.59,5
4787,1.59,326.51,16.53,363.26,0.56,95.4,24.64,0
4788,1.5,122.23,12.44,261.12,-0.42,90.0,23.52,1
4789,1.65,245.75,14.92,322.88,0.38,99.0,23.2,4
4790,1.55,428.3,18.57,414.15,-0.18,93.0,23.46,4
4791,1.5,178.05,13.56,289.02,-0.02,90.0,25.19,4
4792,1.32,466.85,19.34,433.42,-0.21,79.2,26.77,1
4793,1.45,399.02,17.98,399.51,-0.08,87.0,27.46,3
4794,1.47,383.52,17.67,391.76,-0.5,88.2,22.02,0
4795,1.55,314.49,16.29,357.24,0.26,93.0,25.61,2
4796,1.69,227.26,14.55,313.63,-1.25,101.4,23.71,0
4797,1.44,281.4,15.63,340.7,0.04,86.4,23.44,0
4798,1.57,118.41,12.37,259.2,0.64,94.2,20.96,5
4799,1.61,372.31,17.45,386.16,-0.4,96.6,27.37,5
4800,1.67,436.56,18.73,418.28,0.36,100.2,21.71,5
4801,1.45,452.59,19.05,426.29,0.05,87.0,24.12,1
4802,1.55,151.89,13.04,275.94,0.31,93.0,27.83,3
4803,1.55,132.74,12.65,266.37,-0.41,93.0,25.42,4
4804,1.5,278.7,15.57,339.35,-0.05,90.0,21.4,5
4805,1.39,496.44,19.93,448.22,-0.23,83.4,23.19,2
4806,1.54,146.34,12.93,273.17,-0.09,92.4,23.54,1
4807,1.58,303.45,16.07,351.72,0.96,94.8,25.15,2
4808,1.53,302.96,16.06,351.48,-0.78,91.8,24.6,0
4809,1.58,387.36,17.75,393.68,0.29,94.8,25.71,4
4810,1.45,312.99,16.26,356.5,0.56,87.0,23.73,3
4811,1.42,228.01,14.56,314.0,-0.21,85.2,24.52,3
4812,1.55,486.31,19.73,443.16,0.06,93.0,25.38,3
4813,1.49,300.27,16.01,350.14,-0.31,89.4,25.96,3
4814,1.54,135.85,12.72,267.92,0.51,92.4,27.98,2
4815,1.46,127.79,12.56,263.9,0.27,87.6,26.59,0
4816,1.45,321.21,16.42,360.6,0.36,87.0,23.61,0
4817,1.56,372.34,17.45,386.17,1.07,93.6,23.97,4
4818,1.58,222.55,14.45,311.27,-0.59,94.8,24.09,0
4819,1.47,131.91,12.64,265.96,0.6,88.2,26.59,5
4820,1.49,107.56,12.15,253.78,-0.55,89.4,22.23,4
4821,1.5,306.73,16.13,353.36,0.11,90.0,25.09,5
4822,1.55,325.77,16.52,362.88,-0.38,93.0,24.05,4
4823,1.52,376.72,17.53,388.36,0.4,91.2,24.67,4
4824,1.49,481.6,19.63,440.8,-1.02,89.4,22.93,2
4825,1.43,460.69,19.21,430.34,0.18,85.8,23.97,4
4826,1.56,205.79,14.12,302.9,0.56,93.6,22.44,4
4827,1.4,170.94,13.42,285.47,0.2,84.0,26.4,5
4828,1.37,469.92,19.4,434.96,-0.39,82.2,25.25,0
4829,1.57,109.02,12.18,254.51,-0.59,94.2,24.73,4
4830,1.52,185.55,13.71,292.77,-0.17,91.2,24.19,4
4831,1.41,271.84,15.44,335.92,0.12,84.6,25.98,3
4832,1.47,225.64,14.51,312.82,-0.17,88.2,27.26,2
4833,1.44,344.78,16.9,372.39,0.59,86.4,24.94,5
4834,1.48,154.56,13.09,277.28,-0.27,88.8,26.95,0
4835,1.44,143.27,12.87,271.64,0.18,86.4,25.13,0
4836,1.41,162.12,13.24,281.06,-0.69,84.6,24.24,1
4837,1.48,334.14,16.68,367.07,-0.75,88.8,23.82,4
4838,1.42,450.0,19.0,425.0,0.32,85.2,21.99,3
4839,1.57,444.4,18.89,422.2,0.44,94.2,27.25,3
4840,1.5,189.01,13.78,294.5,-0.15,90.0,20.07,1
4841,1.42,384.01,17.68,392.0,-0.22,85.2,25.11,4
4842,1.49,345.07,16.9,372.54,-0.46,89.4,21.64,5
4843,1.62,388.52,17.77,394.26,1.1,97.2,23.26,5
4844,1.54,455.75,19.12,427.88,-0.09,92.4,31.38,3
4845,1.36,123.62,12.47,261.81,-0.37,81.6,28.14,2
4846,1.43,158.38,13.17,279.19,0.84,85.8,23.59,5
4847,1.61,244.49,14.89,322.24,0.5,96.6,25.43,1
4848,1.55,241.15,14.82,320.58,-0.2,93.0,23.6,1
4849,1.44,346.26,16.93,373.13,-0.69,86.4,26.41,4
4850,1.65,367.9,17.36,383.95,-0.57,99.0,25.13,3
4851,1.59,176.24,13.52,288.12,0.44,95.4,25.52,3
4852,1.58,254.07,15.08,327.03,0.87,94.8,26.84,1
4853,1.51,401.42,18.03,400.71,-0.43,90.6,25.15,1
4854,1.32,203.26,14.07,301.63,-0.09,79.2,27.17,4
4855,1.53,163.88,13.28,281.94,-0.12,91.8,24.59,4
4856,1.69,412.61,18.25,406.3,0.22,101.4,22.37,5
4857,1.46,447.83,18.96,423.92,-0.24,87.6,24.54,5
4858,1.4,407.34,18.15,403.67,-0.47,84.0,24.63,2
4859,1.7,318.97,16.38,359.48,-0.13,102.0,22.25,2
4860,1.6,264.33,15.29,332.16,0.61,96.0,27.04,4
4861,1.45,223.69,14.47,311.85,-0.29,87.0,24.98,3
4862,1.65,203.91,14.08,301.96,-0.61,99.0,23.15,2
4863,1.43,497.47,19.95,448.74,0.23,85.8,21.48,3
4864,1.45,368.23,17.36,384.12,0.61,87.0,28.46,2
4865,1.45,446.17,18.92,423.08,0.58,87.0,26.27,0
4866,1.57,361.79,17.24,380.9,-1.31,94.2,22.24,5
4867,1.59,421.68,18.43,410.84,0.49,95.4,29.77,2
4868,1.6,344.54,16.89,372.27,-0.08,96.0,25.58,4
4869,1.55,296.98,15.94,348.49,0.15,93.0,22.63,2
4870,1.45,320.61,16.41,360.3,0.63,87.0,23.47,5
4871,1.48,164.24,13.28,282.12,-0.17,88.8,25.61,4
4872,1.64,232.38,14.65,316.19,0.36,98.4,23.94,3
4873,1.44,125.93,12.52,262.97,-0.67,86.4,25.07,4
4874,1.53,150.32,13.01,275.16,0.3,91.8,23.58,0
4875,1.48,416.63,18.33,408.32,-0.22,88.8,19.38,5
4876,1.48,428.98,18.58,414.49,0.06,88.8,28.07,3
4877,1.43,375.38,17.51,387.69,0.12,85.8,21.15,1
4878,1.39,182.52,13.65,291.26,-0.18,83.4,26.56,5
4879,1.53,395.75,17.92,397.88,0.6,91.8,23.18,0
4880,1.37,143.69,12.87,271.85,0.26,82.2,27.12,5
4881,1.42,408.86,18.18,404.43,1.15,85.2,27.26,5
4882,1.47,488.67,19.77,444.34,-0.8,88.2,20.73,1
4883,1.6,251.51,15.03,325.76,0.73,96.0,23.58,2
4884,1.46,226.63,14.53,313.32,-0.2,87.6,30.39,5
4885,1.56,292.97,15.86,346.48,0.56,93.6,26.34,4
4886,1.41,413.99,18.28,407.0,-0.13,84.6,23.51,3
4887,1.64,462.45,19.25,431.22,0.7,98.4,25.25,3
4888,1.4,470.15,19.4,435.08,-0.23,84.0,25.01,2
4889,1.52,129.82,12.6,264.91,0.44,91.2,24.99,5
4890,1.61,225.36,14.51,312.68,-0.79,96.6,28.11,0
4891,1.65,249.49,14.99,324.74,0.56,99.0,22.65,5
4892,1.42,431.67,18.63,415.84,0.13,85.2,22.56,3
4893,1.51,463.9,19.28,431.95,0.39,90.6,20.1,0
4894,1.59,322.68,16.45,361.34,-0.97,95.4,22.99,2
4895,1.53,209.68,14.19,304.84,-0.0,91.8,25.15,4
4896,1.43,391.06,17.82,395.53,1.3,85.8,28.64,0
4897,1.55,404.85,18.1,402.42,0.05,93.0,24.77,2
4898,1.57,437.09,18.74,418.54,-0.51,94.2,25.19,5
4899,1.44,223.97,14.48,311.98,0.49,86.4,22.6,3
4900,1.35,212.01,14.24,306.0,0.51,81.0,22.77,3
4901,1.43,362.92,17.26,381.46,0.62,85.8,23.58,0
4902,1.55,245.69,14.91,322.85,0.78,93.0,23.48,3
4903,1.37,122.83,12.46,261.42,0.28,82.2,27.17,4
4904,1.67,296.9,15.94,348.45,0.39,100.2,27.28,5
4905,1.49,109.12,12.18,254.56,0.43,89.4,27.25,1
4906,1.48,380.31,17.61,390.16,-0.08,88.8,26.85,2
4907,1.5,159.61,13.19,279.8,-0.7,90.0,25.36,5
4908,1.38,219.22,14.38,309.61,0.05,82.8,26.23,2
4909,1.59,414.36,18.29,407.18,-0.02,95.4,27.02,5
4910,1.58,204.96,14.1,302.48,0.59,94.8,25.65,5
4911,1.34,352.56,17.05,376.28,-0.23,80.4,26.69,0
4912,1.66,353.32,17.07,376.66,0.53,99.6,24.17,1
4913,1.5,139.49,12.79,269.74,-0.09,90.0,26.45,1
4914,1.38,211.27,14.23,305.64,-0.7,82.8,29.49,2
4915,1.48,179.71,13.59,289.86,0.65,88.8,24.44,5
4916,1.43,488.45,19.77,444.22,-0.24,85.8,22.58,1
4917,1.53,314.62,16.29,357.31,-1.72,91.8,27.4,5
4918,1.47,389.8,17.8,394.9,-0.59,88.2,20.29,2
4919,1.32,201.59,14.03,300.8,-0.31,79.2,24.38,2
4920,1.47,216.21,14.32,308.1,0.43,88.2,27.95,2
4921,1.49,358.69,17.17,379.34,0.15,89.4,25.17,0
4922,1.47,118.63,12.37,259.32,0.62,88.2,28.54,5
4923,1.66,174.27,13.49,287.14,0.26,99.6,25.81,0
4924,1.65,385.7,17.71,392.85,0.35,99.0,24.26,3
4925,1.47,229.54,14.59,314.77,-0.18,88.2,22.38,0
4926,1.43,401.4,18.03,400.7,-0.47,85.8,24.51,2
4927,1.68,132.89,12.66,266.44,-0.74,100.8,25.55,5
4928,1.36,453.55,19.07,426.78,0.54,81.6,23.71,0
4929,1.38,405.91,18.12,402.96,0.41,82.8,22.99,2
4930,1.54,359.13,17.18,379.56,1.1,92.4,28.79,3
4931,1.7,297.24,15.94,348.62,-0.15,102.0,28.02,0
4932,1.61,113.88,12.28,256.94,0.19,96.6,27.67,2
4933,1.57,264.48,15.29,332.24,0.41,94.2,26.29,0
4934,1.36,477.61,19.55,438.8,-0.29,81.6,25.85,2
4935,1.57,252.99,15.06,326.5,-0.2,94.2,26.98,0
4936,1.41,303.4,16.07,351.7,-0.39,84.6,27.33,4
4937,1.59,130.37,12.61,265.18,-0.73,95.4,25.48,2
4938,1.48,473.56,19.47,436.78,-0.7,88.8,27.15,3
4939,1.55,355.98,17.12,377.99,-0.25,93.0,26.5,2
4940,1.4,345.17,16.9,372.58,0.44,84.0,24.9,3
4941,1.57,344.43,16.89,372.22,0.36,94.2,27.65,1
4942,1.46,278.6,15.57,339.3,-0.16,87.6,25.2,5
4943,1.43,117.84,12.36,258.92,0.88,85.8,23.8,3
4944,1.38,400.99,18.02,400.5,-0.28,82.8,19.88,2
4945,1.46,489.39,19.79,444.7,-0.39,87.6,22.46,1
4946,1.62,261.97,15.24,330.98,0.29,97.2,26.27,3
4947,1.42,218.82,14.38,309.41,-0.12,85.2,29.14,4
4948,1.31,336.26,16.73,368.13,0.05,78.6,24.19,4
4949,1.5,118.85,12.38,259.42,-0.13,90.0,28.07,0
4950,1.36,204.98,14.1,302.49,0.27,81.6,26.06,1
4951,1.63,151.92,13.04,275.96,0.62,97.8,26.25,4
4952,1.56,415.89,18.32,407.94,-0.09,93.6,24.65,1
4953,1.67,166.63,13.33,283.32,-1.64,100.2,22.53,4
4954,1.45,309.27,16.19,354.64,0.6,87.0,22.25,5
4955,1.51,461.18,19.22,430.59,0.17,90.6,21.44,5
4956,1.34,446.89,18.94,423.44,0.25,80.4,27.64,2
4957,1.53,100.77,12.02,250.38,-0.05,91.8,22.03,3
4958,1.51,493.93,19.88,446.96,0.03,90.6,26.2,1
4959,1.65,463.83,19.28,431.92,0.38,99.0,27.47,3
4960,1.63,150.38,13.01,275.19,0.02,97.8,21.53,2
4961,1.44,311.08,16.22,355.54,-0.02,86.4,25.55,4
4962,1.56,451.0,19.02,425.5,0.52,93.6,26.14,0
4963,1.51,325.89,16.52,362.94,-0.52,90.6,22.44,2
4964,1.57,225.67,14.51,312.83,0.37,94.2,24.21,2
4965,1.45,464.12,19.28,432.06,-0.66,87.0,24.63,5
4966,1.51,108.87,12.18,254.44,-0.85,90.6,26.37,4
4967,1.52,332.97,16.66,366.48,-0.04,91.2,23.26,5
4968,1.57,459.47,19.19,429.74,0.69,94.2,26.65,4
4969,1.48,392.67,17.85,396.34,0.23,88.8,24.09,3
4970,1.62,347.12,16.94,373.56,-0.69,97.2,19.97,1
4971,1.54,139.99,12.8,270.0,-0.09,92.4,26.69,1
4972,1.48,281.66,15.63,340.83,-0.28,88.8,24.87,4
4973,1.53,234.6,14.69,317.3,0.22,91.8,25.57,4
4974,1.5,460.25,19.2,430.12,-0.16,90.0,24.97,3
4975,1.37,266.86,15.34,333.43,0.12,82.2,27.27,4
4976,1.58,479.1,19.58,439.55,0.09,94.8,26.38,3
4977,1.44,106.02,12.12,253.01,0.17,86.4,25.09,1
4978,1.5,154.07,13.08,277.03,0.7,90.0,24.23,5
4979,1.37,499.54,19.99,449.77,-0.36,82.2,23.37,3
4980,1.35,434.22,18.68,417.11,0.89,81.0,20.19,3
4981,1.58,402.44,18.05,401.22,0.42,94.8,22.93,2
4982,1.41,218.33,14.37,309.17,-0.31,84.6,27.11,3
4983,1.67,409.85,18.2,404.92,-0.28,100.2,25.55,4
4984,1.4,337.72,16.75,368.86,-0.78,84.0,20.97,4
4985,1.47,220.63,14.41,310.32,0.63,88.2,27.2,3
4986,1.6,160.17,13.2,280.08,1.22,96.0,23.54,3
4987,1.46,172.31,13.45,286.15,0.22,87.6,22.38,2
4988,1.55,137.19,12.74,268.6,0.65,93.0,25.45,5
4989,1.39,163.97,13.28,281.98,0.15,83.4,27.41,1
4990,1.46,215.43,14.31,307.72,0.34,87.6,25.42,4
4991,1.61,298.25,15.96,349.12,0.26,96.6,24.64,0
4992,1.54,293.43,15.87,346.72,0.06,92.4,26.58,4
4993,1.44,115.25,12.3,257.62,0.29,86.4,23.61,5
4994,1.49,289.29,15.79,344.64,1.17,89.4,25.31,5
4995,1.47,193.46,13.87,296.73,-0.15,88.2,25.74,3
4996,1.59,462.69,19.25,431.34,-1.39,95.4,25.08,1
4997,1.55,489.62,19.79,444.81,-0.06,93.0,25.56,3
4998,1.63,121.72,12.43,260.86,-0.37,97.8,27.07,0
4999,1.64,328.65,16.57,364.32,-0.77,98.4,25.46,5
5000,1.57,419.96,18.4,409.98,-0.22,94.2,25.42,4
5001,1.52,294.77,15.9,347.38,-0.38,91.2,27.06,3
5002,1.43,363.54,17.27,381.77,-0.55,85.8,28.91,2
5003,1.55,482.65,19.65,441.32,0.14,93.0,27.13,4
5004,1.42,282.55,15.65,341.28,-0.18,85.2,23.58,3
5005,1.57,188.86,13.78,294.43,0.51,94.2,26.3,3
5006,1.53,420.31,18.41,410.16,-0.49,91.8,27.68,1
5007,1.45,361.21,17.22,380.6,-0.59,87.0,22.94,3
5008,1.38,200.3,14.01,300.15,-0.1,82.8,21.75,4
5009,1.55,149.25,12.98,274.62,0.34,93.0,26.88,4
5010,1.63,490.3,19.81,445.15,-0.24,97.8,23.28,4
5011,1.5,197.38,13.95,298.69,0.11,90.0,23.92,5
5012,1.54,165.47,13.31,282.74,-0.16,92.4,23.47,0
5013,1.27,134.08,12.68,267.04,-0.38,76.2,24.75,4
5014,1.53,439.83,18.8,419.92,0.44,91.8,27.97,3
5015,1.74,165.15,13.3,282.58,-0.51,104.4,26.97,4
5016,1.65,225.05,14.5,312.52,-0.28,99.0,22.86,2
5017,1.45,178.87,13.58,289.44,-0.23,87.0,23.93,4
5018,1.51,250.01,15.0,325.0,0.43,90.6,22.88,2
5019,1.53,443.59,18.87,421.79,0.01,91.8,23.79,1
5020,1.52,200.94,14.02,300.47,0.04,91.2,24.21,4
5021,1.41,497.18,19.94,448.59,0.26,84.6,23.05,3
5022,1.53,404.03,18.08,402.02,-0.09,91.8,25.62,0
5023,1.34,394.51,17.89,397.26,-0.87,80.4,25.96,2
5024,1.6,421.01,18.42,410.5,0.41,96.0,23.94,2
5025,1.34,147.32,12.95,273.66,-0.2,80.4,23.23,3
5026,1.66,498.08,19.96,449.04,-0.03,99.6,25.8,4
5027,1.37,291.15,15.82,345.58,0.29,82.2,26.54,0
