machineID,injection_pressure [bar],melt_temperature [°C],clamping_force [ton],cycle_time [seconds],screw_speed [RPM],cooling_time [seconds],hydraulic_pressure [psi],failure_type
5068,100.32,181.59,46.08,34.6,147.65,20.68,2951.14,2
5069,113.1,206.35,47.21,27.99,82.85,19.89,3339.08,2
5070,105.43,193.09,47.69,31.47,55.26,20.57,3095.98,3
5071,103.72,191.05,51.83,31.3,122.2,22.63,2973.98,0
5072,84.2,199.93,45.78,32.58,139.2,19.85,2631.18,2
5073,96.04,210.78,53.46,26.19,119.94,20.99,2506.11,3
5074,103.54,207.84,46.85,23.06,88.25,21.85,2763.86,4
5075,122.62,211.53,52.42,29.31,58.25,23.47,2947.61,2
5076,108.24,212.24,49.65,27.56,63.51,19.12,2935.33,4
5077,104.95,192.51,46.74,27.94,120.77,18.29,2907.64,4
5078,88.69,217.53,37.92,31.6,144.72,21.4,3253.46,0
5079,97.98,182.46,46.38,30.4,124.37,19.93,2638.05,2
5080,79.6,215.11,57.44,28.68,64.39,19.71,3333.63,0
5081,84.57,199.44,46.62,31.08,134.79,22.53,3241.49,3
5082,89.5,191.22,48.88,32.21,66.44,24.46,2841.77,0
5083,91.51,200.98,48.86,31.95,52.07,18.54,2987.04,1
5084,95.05,197.18,49.16,33.81,115.56,18.85,2868.25,3
5085,88.73,189.69,48.92,30.77,113.83,18.06,2917.36,1
5086,100.91,203.5,48.92,37.43,136.88,15.64,2733.9,5
5087,87.78,180.6,55.57,31.97,127.68,18.26,3155.47,1
5088,106.85,214.62,49.53,30.9,70.82,19.09,2959.89,0
5089,91.76,199.82,45.84,29.88,65.64,17.5,2809.17,4
5090,98.03,219.34,47.88,37.03,93.73,18.81,2795.48,3
5091,97.09,187.91,52.67,33.32,58.83,18.13,2854.58,0
5092,91.13,194.48,48.21,30.36,84.07,19.54,3169.7,0
5093,105.18,209.0,53.94,28.06,145.87,20.48,2714.42,0
5094,92.09,203.52,45.54,34.03,128.88,20.11,3230.25,5
5095,103.71,181.22,52.09,32.36,90.63,19.68,3093.8,4
5096,94.18,180.34,45.13,27.48,110.41,22.79,2893.0,3
5097,99.92,201.84,51.32,22.56,118.39,24.03,3368.21,3
5098,94.22,197.5,58.02,26.01,138.75,17.01,2945.9,4
5099,116.35,213.83,52.16,26.92,104.34,16.75,2818.75,1
5100,108.95,186.17,54.37,32.77,139.73,22.88,3177.23,3
5101,127.31,203.46,54.37,31.52,87.19,20.9,2784.65,4
5102,86.25,214.97,47.14,34.89,70.98,20.29,3117.04,4
5103,117.68,196.58,49.49,29.13,86.42,20.52,3021.98,3
5104,104.1,203.5,53.29,31.1,92.92,19.91,2955.25,5
5105,106.23,200.55,47.02,27.86,116.35,22.25,3031.87,5
5106,100.11,211.76,44.96,32.88,58.82,19.13,2959.26,1
5107,100.72,181.05,44.3,31.47,85.08,21.93,3165.33,4
5108,96.97,213.23,50.49,23.79,138.1,19.12,2965.37,0
5109,109.43,211.94,60.06,27.44,51.43,22.12,2729.73,5
5110,99.86,210.96,54.16,33.62,94.94,20.3,2756.16,3
5111,108.03,218.34,58.31,38.69,62.62,19.77,2909.11,0
5112,103.27,184.99,44.6,31.58,122.2,20.98,2756.31,4
5113,119.11,193.69,40.38,33.96,123.4,21.14,3025.27,5
5114,103.65,195.68,51.84,32.94,86.35,22.72,3221.2,5
5115,112.09,184.15,41.46,30.72,99.32,21.13,2991.13,0
5116,96.77,183.23,51.59,32.52,93.77,19.38,2891.62,5
5117,93.16,205.44,46.28,32.13,65.64,20.17,3262.05,0
5118,103.23,189.75,47.82,27.82,115.15,19.38,2954.92,0
5119,98.86,191.99,52.42,25.52,50.41,19.24,3018.39,0
5120,98.8,213.43,49.39,27.35,78.91,21.49,3228.55,3
5121,96.9,196.04,49.66,29.43,134.08,19.1,3121.88,4
5122,95.64,219.37,50.28,36.04,113.53,14.92,2770.35,5
5123,118.09,194.55,52.76,27.83,109.42,19.65,3117.62,2
5124,91.88,203.71,43.37,32.65,123.66,18.85,3388.05,5
5125,102.53,205.75,45.76,28.89,108.88,21.6,3175.59,3
5126,79.07,190.16,50.9,26.93,91.96,20.3,2861.57,3
5127,108.42,190.76,42.28,30.3,58.1,21.05,3179.42,5
5128,105.14,187.38,57.68,33.12,66.1,20.04,3326.81,4
5129,110.07,218.76,58.88,32.55,81.07,19.14,3332.99,2
5130,93.38,212.46,46.07,28.98,97.83,22.73,3361.69,3
5131,84.43,203.2,48.17,27.47,114.75,20.83,3044.86,5
5132,96.75,185.59,42.73,31.26,146.62,22.24,2849.0,1
5133,124.03,200.34,53.91,29.9,50.68,20.26,2724.81,3
5134,98.78,180.11,45.48,27.37,96.97,23.66,2897.68,1
5135,103.64,208.9,47.86,26.93,114.76,20.83,2855.26,4
5136,97.17,210.92,41.9,26.83,131.82,20.96,3104.01,3
5137,108.66,216.15,49.13,30.76,111.2,20.46,3186.27,2
5138,90.1,189.33,52.99,27.87,85.39,20.65,2949.15,3
5139,101.04,212.19,52.13,27.37,98.18,16.81,2502.03,2
5140,102.64,209.39,48.66,31.38,92.42,20.84,2697.98,5
5141,112.76,210.22,44.13,29.61,149.95,18.45,2930.12,3
5142,117.09,206.51,50.26,27.27,103.84,16.78,2719.32,0
5143,77.58,189.3,53.45,28.53,114.85,21.84,3045.92,0
5144,97.61,190.52,51.09,20.07,60.19,19.93,2926.63,2
5145,84.78,197.38,48.53,27.64,71.13,19.94,3162.07,1
5146,92.67,192.42,48.78,33.87,111.54,18.27,3069.06,1
5147,106.67,197.79,50.76,33.57,65.61,16.29,2735.52,0
5148,111.55,186.53,38.06,33.25,131.43,19.4,3046.82,0
5149,112.37,212.84,54.44,30.54,102.17,25.38,2881.26,0
5150,81.19,192.35,49.84,34.27,53.43,23.42,3243.16,0
5151,86.56,216.24,52.86,24.09,75.48,20.97,3133.75,5
5152,87.13,219.56,59.53,32.0,75.95,21.88,3084.41,4
5153,92.17,205.25,46.0,28.96,139.76,16.19,2785.21,4
5154,99.71,200.55,51.0,30.87,50.29,20.83,3120.56,0
5155,104.71,200.68,46.01,30.85,112.97,19.91,3236.91,1
5156,99.45,182.29,56.55,29.74,118.72,20.93,3090.38,2
5157,95.97,190.07,45.96,32.0,69.29,25.44,2768.59,2
5158,112.45,191.35,46.06,23.45,70.08,19.08,3065.42,1
5159,90.23,188.21,48.38,31.93,101.25,21.54,2984.15,0
5160,97.21,190.46,49.19,26.29,146.14,22.03,2875.2,1
5161,88.08,212.55,39.47,25.77,113.51,23.39,2691.51,4
5162,94.54,187.97,58.43,25.79,55.48,17.66,3300.79,3
5163,106.24,214.32,39.62,37.04,133.93,20.89,3229.66,4
5164,81.58,215.49,47.0,26.51,83.82,19.31,3163.36,2
5165,93.35,219.4,54.25,25.71,101.32,16.68,3015.4,3
5166,93.85,183.18,55.64,31.52,63.63,19.63,2685.71,3
5167,95.73,215.59,48.76,29.65,62.75,18.89,2885.32,0
5168,99.91,202.4,58.22,29.51,120.77,18.79,3000.79,3
5169,95.13,205.03,51.64,30.95,108.1,19.55,3254.1,2
5170,93.49,191.43,44.45,26.73,149.14,21.58,3371.41,5
5171,99.02,216.76,51.22,25.73,119.75,19.32,2933.57,5
5172,98.32,212.78,58.47,32.48,124.26,22.09,2730.13,5
5173,83.96,185.76,53.6,26.15,147.61,19.96,3085.22,1
5174,82.21,217.11,51.6,26.76,133.65,18.33,2839.94,4
5175,94.27,211.88,55.85,34.35,120.97,20.47,2638.83,2
5176,107.0,214.4,46.3,31.92,125.81,19.51,3139.93,4
5177,98.03,203.45,52.04,34.46,80.04,22.56,2879.91,1
5178,92.54,203.73,56.33,27.42,142.93,19.22,3068.74,5
5179,109.38,187.15,46.56,29.02,148.37,17.37,3129.86,2
5180,73.75,216.38,50.06,35.9,105.54,15.68,3326.36,3
5181,107.46,218.43,51.1,32.84,70.36,18.28,3035.12,3
5182,106.74,184.07,53.12,27.15,128.79,20.08,2872.79,0
5183,110.14,216.92,56.71,40.05,64.59,21.42,2878.0,1
5184,99.19,219.56,41.9,33.42,105.26,22.1,3196.83,0
5185,97.78,206.97,53.87,33.69,140.12,20.64,2975.26,3
5186,93.54,218.38,49.81,29.43,72.2,20.74,3246.79,2
5187,113.74,211.44,48.91,27.93,147.56,18.93,3003.99,5
5188,90.87,205.99,47.45,24.95,102.33,15.48,2841.79,3
5189,104.8,219.12,46.86,35.52,104.36,20.4,2907.58,2
5190,107.42,191.88,52.46,28.91,136.5,22.05,2790.69,3
5191,102.32,196.03,58.61,31.33,81.03,18.26,3031.58,2
5192,90.93,209.95,58.55,29.59,102.55,17.07,3220.11,5
5193,124.82,203.1,52.27,27.92,52.94,20.71,3359.53,4
5194,102.27,206.27,55.1,32.09,131.32,19.93,2822.35,0
5195,98.62,185.8,47.36,30.62,74.08,19.28,2964.55,4
5196,94.58,208.31,52.53,24.12,78.31,19.89,2805.09,2
5197,91.95,213.21,43.22,34.33,149.81,19.96,3564.71,2
5198,109.31,214.0,52.12,33.84,127.98,19.51,3222.16,1
5199,115.43,186.41,55.22,29.63,115.54,21.13,3232.33,4
5200,113.82,212.48,44.49,31.8,128.05,21.25,2811.4,5
5201,98.33,206.84,46.78,29.29,109.64,20.2,2760.38,3
5202,83.41,192.75,48.62,29.45,110.27,22.31,2896.6,0
5203,94.46,200.35,47.87,30.47,83.17,19.79,2783.71,1
5204,105.07,198.67,42.81,31.02,125.46,15.25,2893.27,5
5205,101.52,194.99,52.02,31.9,134.5,17.66,2998.87,0
5206,96.28,204.41,50.62,27.76,145.34,21.39,2920.51,2
5207,88.83,209.58,53.62,29.45,144.43,20.8,2615.48,5
5208,95.72,214.32,53.77,33.43,104.71,18.99,2936.07,1
5209,109.39,195.59,47.18,29.19,98.55,19.55,3076.91,1
5210,90.79,215.43,46.81,32.07,101.51,21.62,2922.31,4
5211,95.57,218.22,45.67,29.38,120.61,19.52,3093.56,5
5212,106.81,192.09,45.52,28.93,100.38,17.57,3031.42,3
5213,89.64,198.44,48.78,30.17,94.15,20.11,3056.39,5
5214,82.49,196.16,45.71,34.17,149.17,20.0,3102.73,3
5215,105.34,190.16,43.93,25.56,113.94,18.48,3153.98,0
5216,107.0,191.42,47.87,25.8,129.9,18.24,2930.37,1
5217,102.13,208.06,49.55,31.08,121.3,23.27,2955.39,3
5218,85.57,199.38,43.44,35.08,63.72,18.64,3182.08,3
5219,98.74,195.94,42.06,26.47,51.9,19.67,2967.74,1
5220,115.76,180.47,50.56,32.91,56.11,20.93,3057.79,3
5221,85.63,211.32,56.82,28.53,113.32,19.53,2933.97,4
5222,102.77,197.51,52.27,28.54,137.0,20.29,3121.12,0
5223,94.35,180.76,62.96,26.65,74.99,17.52,2718.28,2
5224,102.1,188.02,38.99,31.68,126.38,20.74,2927.22,2
5225,87.87,184.6,50.41,29.69,58.75,22.27,2603.67,4
5226,83.16,202.99,63.16,29.1,76.52,20.64,2797.44,1
5227,105.49,183.92,53.8,27.85,88.08,20.04,2984.95,2
5228,101.33,192.18,55.66,33.82,86.94,23.52,3328.22,0
5229,102.33,207.05,61.33,28.48,92.55,20.92,2913.15,3
5230,85.16,184.69,56.54,28.6,95.5,21.56,2874.88,3
5231,104.32,184.39,47.46,30.14,59.02,20.77,3320.18,1
5232,112.68,182.29,42.24,29.45,149.18,24.3,3015.1,5
5233,94.6,219.42,44.04,27.83,64.23,19.19,2977.97,2
5234,103.36,196.94,48.68,30.3,122.25,19.06,3037.68,5
5235,95.0,191.33,49.03,32.6,129.43,18.19,2870.94,4
5236,108.91,199.67,41.76,32.5,135.72,21.48,3175.0,5
5237,91.74,195.9,45.61,26.43,136.99,23.25,3419.95,5
5238,98.75,210.12,50.79,30.65,78.38,21.3,3093.11,2
5239,108.57,214.81,54.17,31.54,136.44,18.36,3023.16,3
5240,104.62,215.43,45.46,38.86,131.47,18.15,2744.7,3
5241,90.51,210.14,49.14,32.91,54.7,18.07,2911.17,0
5242,99.61,190.11,49.52,35.1,134.16,19.32,3251.59,4
5243,123.72,207.83,51.29,26.28,62.23,22.51,3144.77,0
5244,99.01,188.47,48.66,34.58,129.25,16.46,3019.66,3
5245,122.68,207.33,45.88,30.7,103.02,22.18,2507.98,2
5246,95.96,186.1,54.89,27.69,101.75,18.97,2831.32,0
5247,94.06,215.97,47.57,32.42,54.07,16.99,3037.94,5
5248,103.27,200.74,50.1,30.95,70.64,19.67,2939.94,4
5249,111.8,205.03,45.99,28.76,101.95,21.77,2773.86,2
5250,90.73,185.44,51.64,29.57,133.45,20.86,3238.98,4
5251,97.27,217.45,44.35,34.18,93.96,20.99,3086.38,1
5252,118.33,207.08,51.62,26.52,78.39,20.81,2818.07,5
5253,97.53,203.72,53.53,31.57,132.96,17.9,2777.57,1
5254,112.1,217.52,43.15,31.49,59.7,21.34,2705.85,2
5255,120.71,210.23,45.09,30.76,111.26,20.31,3138.74,0
5256,80.11,215.48,50.64,30.33,148.06,20.01,2762.46,1
5257,100.92,197.0,50.82,30.41,79.14,17.5,3049.08,3
5258,76.24,211.59,44.65,31.76,136.12,23.61,2820.5,4
5259,81.82,201.92,52.14,25.02,124.38,21.98,2898.15,5
5260,97.68,202.87,45.98,31.95,61.98,21.85,3462.21,1
5261,112.57,212.75,41.57,31.34,111.77,20.56,3064.23,5
5262,93.78,213.38,54.54,36.53,133.42,19.11,3225.77,4
5263,114.9,194.72,42.85,29.67,75.78,18.25,3093.22,2
5264,99.25,189.65,52.54,29.01,84.42,22.92,2945.64,5
5265,102.87,187.91,48.17,31.41,121.39,20.16,3435.93,5
5266,99.9,181.21,40.37,30.84,88.57,19.14,2912.98,3
5267,111.52,202.5,45.69,26.41,141.18,16.94,2967.73,2
5268,99.2,207.86,52.63,28.21,87.46,18.87,2837.87,0
5269,112.68,202.5,46.51,34.92,60.24,15.18,3040.13,4
5270,91.34,213.89,55.6,29.91,105.25,21.54,2794.47,5
5271,91.4,199.78,44.41,27.57,74.22,18.02,3031.17,0
5272,98.26,213.03,52.18,28.07,77.35,19.87,3067.1,4
5273,88.59,208.84,45.6,29.49,80.8,18.52,2820.57,4
5274,88.73,183.65,54.58,28.79,129.91,19.32,3059.32,3
5275,105.84,188.63,50.43,26.49,140.69,18.86,3261.23,2
5276,102.12,204.71,46.0,30.11,119.62,17.76,2530.51,3
5277,89.7,184.42,49.72,33.09,120.79,21.85,2737.76,3
5278,111.86,218.75,52.62,34.06,71.55,22.37,3138.31,3
5279,94.34,213.94,44.36,35.51,85.9,16.58,3346.44,3
5280,102.49,202.17,57.5,32.78,88.18,27.19,3051.01,2
5281,88.21,196.88,56.0,33.58,104.85,20.77,3119.14,5
5282,95.27,207.4,50.06,30.27,117.85,19.95,2933.16,2
5283,110.64,199.47,61.7,30.3,146.19,21.38,3162.78,2
5284,112.68,214.0,49.82,35.06,141.38,21.56,3212.81,5
5285,89.22,188.92,53.21,37.55,67.3,21.56,2809.23,4
5286,95.04,218.32,49.74,31.02,107.88,20.05,3243.78,2
5287,95.37,206.98,48.06,31.86,135.24,18.92,3125.68,5
5288,93.95,189.96,50.26,34.18,90.58,20.8,2831.53,5
5289,108.21,210.74,48.65,35.72,57.14,18.07,2990.11,1
5290,96.19,202.53,47.51,29.2,104.48,18.17,3224.68,2
5291,113.16,204.49,46.99,31.69,81.65,20.56,3146.08,4
5292,83.66,215.56,51.65,35.7,93.43,17.29,2875.17,0
5293,104.78,198.12,39.93,31.05,114.18,20.21,2902.53,0
5294,109.79,208.68,50.76,30.29,93.96,21.17,3088.62,2
5295,91.86,194.47,56.02,31.08,142.11,16.95,2864.9,5
5296,96.87,216.72,51.01,28.48,142.56,19.69,2839.64,0
5297,88.58,214.19,49.25,29.94,54.87,19.16,3090.85,2
5298,92.18,217.57,48.79,27.29,77.99,22.92,2903.61,1
5299,89.85,189.2,48.05,36.86,66.54,22.56,3264.91,5
5300,110.72,180.71,50.56,28.9,93.52,20.96,3125.41,3
5301,91.48,188.56,49.87,30.85,91.3,22.73,2838.46,4
5302,117.29,195.01,50.15,29.84,73.9,18.97,2693.48,3
5303,111.71,203.79,59.64,28.28,74.58,22.11,3077.15,5
5304,93.85,183.79,41.42,28.13,94.0,22.24,3284.68,2
5305,98.17,198.97,37.93,24.45,91.19,22.35,3118.1,0
5306,86.65,195.82,55.56,28.5,84.89,19.4,3104.73,4
5307,82.53,190.86,49.36,31.87,73.21,18.39,3338.69,2
5308,108.16,196.44,48.45,30.8,105.36,19.34,2848.62,5
5309,104.76,180.19,39.43,31.09,91.02,20.01,2794.47,3
5310,102.35,189.78,47.09,32.11,75.06,18.42,3228.38,2
5311,114.29,194.29,57.63,28.45,131.78,18.43,3199.58,5
5312,100.43,185.21,61.5,24.3,62.0,21.94,3010.35,4
5313,98.73,193.92,48.8,31.24,145.81,17.77,2738.23,2
5314,100.35,212.47,51.25,33.12,130.02,17.66,3235.07,1
5315,111.85,182.91,58.6,27.6,84.59,21.51,3041.38,4
5316,86.9,207.11,51.07,28.47,78.23,18.53,2933.54,4
5317,98.13,217.56,47.72,28.63,61.85,17.99,3217.6,2
5318,119.69,202.26,49.39,32.19,84.21,18.17,3040.65,1
5319,101.5,186.26,51.95,30.74,141.74,18.24,2663.65,4
5320,94.76,208.83,50.58,29.95,138.16,23.48,2986.73,4
5321,117.85,205.81,51.41,28.87,71.64,18.86,2933.48,1
5322,100.32,194.86,58.19,30.03,113.89,20.25,3033.64,2
5323,111.21,199.34,50.79,29.16,103.07,19.04,2927.64,0
5324,96.34,216.9,52.04,32.79,141.38,17.81,3430.29,3
5325,107.8,213.86,58.84,36.53,92.07,18.3,3173.16,1
5326,95.87,219.76,50.34,32.37,130.91,19.67,3003.79,2
5327,105.21,204.0,54.25,26.82,145.42,19.76,2852.67,3
5328,109.43,183.12,51.28,33.75,91.07,20.81,2943.13,4
5329,87.81,182.51,55.74,27.87,78.21,23.44,2951.3,4
5330,93.34,214.07,45.59,27.86,96.96,17.62,3225.2,5
5331,104.72,187.09,47.75,28.24,121.19,18.65,3113.56,2
5332,106.61,192.64,44.29,30.93,82.32,18.29,2590.47,5
5333,96.38,209.33,39.51,25.52,65.03,18.33,2701.29,2
5334,108.77,189.34,46.47,27.35,131.03,24.11,2940.64,1
5335,116.94,199.88,54.59,29.82,121.02,21.61,3204.85,1
5336,96.24,208.35,48.16,30.31,111.21,19.53,3039.79,3
5337,90.8,218.36,52.61,30.71,75.76,23.07,2705.62,5
5338,103.97,194.93,46.11,29.49,64.39,16.29,3045.71,0
5339,99.28,216.59,45.59,28.21,124.36,18.46,3129.33,1
5340,102.05,203.14,57.94,31.84,130.69,21.67,2638.71,1
5341,111.32,206.4,46.69,30.83,149.33,20.01,3104.87,0
5342,97.0,218.29,51.89,24.98,94.18,21.52,2766.5,0
5343,109.46,207.69,58.0,31.24,50.23,23.48,2794.76,1
5344,109.69,187.4,50.84,27.79,126.69,21.42,2991.52,2
5345,94.22,199.01,49.43,36.74,84.33,19.22,2935.87,4
5346,83.67,190.92,53.92,29.1,131.75,17.5,2807.3,5
5347,82.57,203.69,51.97,28.74,134.12,23.8,3025.38,2
5348,114.08,195.43,45.38,32.14,121.1,20.85,3385.35,5
5349,131.32,210.21,56.39,34.86,134.07,21.07,2984.16,4
5350,104.64,182.75,44.65,31.43,148.98,18.84,2730.74,3
5351,105.54,188.35,41.98,28.87,57.01,19.17,3015.89,2
5352,107.99,189.27,56.76,29.21,143.79,22.7,2690.05,2
5353,97.46,208.74,58.32,29.09,51.04,20.11,2861.94,4
5354,100.88,200.22,49.14,31.16,69.46,20.57,3187.82,0
5355,93.39,200.32,54.24,27.15,106.91,18.77,2801.46,0
5356,105.5,193.37,42.79,29.21,50.36,22.93,3146.24,2
5357,107.72,205.5,46.76,32.05,55.66,18.8,3130.26,3
5358,106.92,215.04,43.02,30.04,85.06,22.73,2762.35,0
5359,88.9,208.07,48.16,30.47,67.04,24.78,3232.47,4
5360,113.32,199.72,46.97,35.36,80.86,20.81,2909.61,2
5361,106.49,187.9,52.47,25.91,88.94,18.47,2809.96,4
5362,99.99,204.93,48.99,28.66,128.98,18.77,3020.05,0
5363,101.29,184.59,54.69,25.11,120.2,15.76,2720.12,2
5364,88.22,199.26,55.76,32.36,105.6,21.9,2750.35,2
5365,99.26,191.72,51.53,34.85,93.61,20.1,3186.35,2
5366,99.54,216.48,48.08,30.88,132.74,18.32,2789.31,4
5367,112.57,205.97,55.92,34.14,66.4,21.66,3015.65,2
5368,100.56,214.23,46.0,30.97,126.05,21.02,2772.91,0
5369,98.74,188.51,50.63,28.13,124.74,17.94,2756.12,0
5370,100.49,182.69,45.76,26.25,87.8,21.25,3174.51,0
5371,100.5,213.48,55.82,24.23,141.59,22.43,3057.95,1
5372,93.97,202.03,59.63,28.48,86.87,20.18,2946.93,1
5373,104.34,208.83,42.83,34.74,56.83,19.76,2892.78,0
5374,92.48,197.78,41.14,30.71,53.72,18.36,2947.13,5
5375,96.25,202.17,53.14,34.08,116.46,24.15,2915.12,5
5376,84.25,200.12,43.41,37.99,77.77,23.87,3143.03,5
5377,103.05,202.12,52.27,34.42,126.22,21.2,2896.66,5
5378,100.78,199.11,50.89,32.19,131.65,19.39,3223.63,5
5379,89.94,184.22,42.7,30.54,93.09,18.77,2793.92,5
5380,95.56,205.33,54.92,25.08,93.62,19.9,2729.38,0
5381,111.61,205.38,56.02,30.24,61.49,19.08,2739.06,3
5382,97.31,195.26,53.09,23.8,93.11,18.27,2502.56,4
5383,83.37,206.73,50.46,30.33,120.11,18.72,3410.63,4
5384,116.36,200.3,54.82,30.06,128.94,20.76,2959.11,2
5385,113.2,218.98,44.91,33.52,66.38,22.24,3166.78,4
5386,99.11,213.07,49.84,27.44,145.39,23.49,3162.35,0
5387,95.0,219.17,48.07,33.58,68.42,19.87,3044.26,5
5388,90.64,218.24,51.66,34.21,72.72,19.48,3186.05,5
5389,98.81,195.0,53.01,29.14,59.12,19.88,3060.88,1
5390,99.12,183.71,49.85,27.41,93.74,20.03,2970.5,0
5391,85.22,180.73,43.61,34.54,119.81,20.18,3153.12,2
5392,101.25,216.36,57.28,26.56,84.86,17.59,2909.55,1
5393,101.96,212.01,47.21,28.27,106.88,21.2,3199.77,1
5394,108.87,211.66,50.49,29.83,66.04,21.25,2889.28,2
5395,100.14,181.21,53.88,31.82,93.32,21.7,3607.78,3
5396,79.06,217.23,47.1,34.08,135.94,19.3,2999.96,3
5397,96.14,186.21,50.19,28.29,78.8,19.7,3005.22,2
5398,85.91,184.09,48.24,33.97,138.63,19.12,3143.54,2
5399,100.76,190.97,52.56,32.77,71.22,19.92,2980.94,5
5400,95.88,185.27,43.75,31.0,145.5,20.12,2817.66,1
5401,104.83,219.16,58.49,31.39,90.4,17.87,3261.39,3
5402,106.66,191.05,46.0,28.43,145.68,18.34,2969.68,4
5403,101.05,186.11,44.74,28.69,57.92,19.83,3248.39,0
5404,84.36,204.93,68.3,29.08,136.97,21.55,2811.05,5
5405,109.59,197.68,51.2,24.65,91.78,18.45,3145.23,4
5406,84.58,202.57,44.61,26.4,53.16,18.97,3234.33,3
5407,96.82,199.43,54.73,32.42,52.04,25.58,2884.31,4
5408,85.77,194.69,51.01,28.96,149.61,23.32,2708.21,4
5409,98.3,211.68,48.8,29.2,76.64,15.42,2961.01,0
5410,114.62,218.25,48.27,25.7,121.84,21.19,3049.17,4
5411,107.5,191.05,51.58,28.7,89.38,16.67,3297.55,3
5412,103.38,195.81,49.89,29.69,121.02,18.24,3253.81,5
5413,96.85,197.85,48.55,33.06,70.41,17.12,2931.28,4
5414,104.71,201.17,46.13,33.69,124.12,20.58,3068.27,5
5415,82.55,197.61,56.09,27.51,124.96,19.81,3183.74,5
5416,87.22,219.0,58.87,36.45,120.13,18.53,3151.02,0
5417,107.56,201.89,46.82,28.16,97.76,21.88,3006.23,3
5418,95.71,180.86,51.25,32.89,126.17,19.34,2566.12,1
5419,112.82,216.45,53.74,32.97,60.44,19.6,3062.7,3
5420,86.72,214.47,48.88,26.51,125.72,19.08,3260.73,5
5421,113.85,186.48,54.75,25.31,108.07,22.09,2909.23,0
5422,102.95,203.5,44.39,34.57,114.43,20.7,3115.17,3
5423,106.89,211.68,49.8,32.39,90.92,18.5,3248.22,4
5424,103.31,186.91,48.59,30.43,114.46,19.07,2897.08,1
5425,130.13,200.52,52.79,28.16,112.29,19.09,2516.67,3
5426,89.01,215.08,56.31,29.29,119.43,19.77,3222.21,0
5427,92.28,206.72,50.18,29.76,64.9,18.96,2782.92,3
5428,92.86,208.31,42.58,31.27,129.02,25.08,2964.19,0
5429,117.14,186.46,49.86,30.96,82.04,18.47,2924.69,1
5430,104.85,180.11,52.82,31.64,95.0,17.08,2558.74,4
5431,100.41,180.23,44.79,26.13,71.17,18.86,2983.04,5
5432,83.24,207.61,49.68,30.82,59.72,20.25,3101.16,3
5433,108.88,184.81,52.86,30.76,79.95,19.26,3008.93,2
5434,109.56,198.29,57.81,34.36,144.75,19.88,2766.37,2
5435,118.48,205.23,45.6,24.16,122.24,22.05,2954.73,4
5436,97.16,218.18,48.04,32.97,53.13,15.92,3138.1,1
5437,92.06,191.91,50.09,31.22,128.95,23.73,2945.31,3
5438,101.11,218.65,52.35,34.14,116.96,18.63,2813.76,3
5439,97.15,195.44,52.18,24.02,66.66,22.29,2961.49,0
5440,88.29,206.1,52.16,28.8,92.7,19.75,2843.12,2
5441,111.24,209.51,48.26,30.61,56.14,15.74,2979.93,0
5442,119.74,217.48,53.46,31.97,87.29,16.96,3148.47,1
5443,107.84,216.29,43.58,28.58,69.52,20.22,2762.68,2
5444,97.57,188.01,49.56,32.52,111.92,19.42,2788.74,2
5445,92.72,202.57,49.6,31.93,124.94,21.95,3210.69,4
5446,103.33,199.83,48.92,28.87,134.32,19.49,2802.7,2
5447,88.91,185.97,41.93,26.02,146.23,19.85,3297.06,3
5448,106.67,209.26,57.88,30.87,147.76,18.54,2960.25,1
5449,97.65,189.37,53.98,30.86,58.45,22.39,2915.34,0
5450,93.05,187.64,46.72,31.34,106.96,20.45,2904.43,1
5451,103.42,185.55,55.68,28.65,119.63,21.05,2928.88,4
5452,99.67,191.61,39.83,27.92,117.7,20.55,3222.55,2
5453,96.0,192.5,54.98,27.55,119.72,19.6,2995.83,5
5454,106.81,180.01,42.56,31.8,67.23,18.35,2897.41,2
5455,93.82,193.84,55.19,32.37,53.91,17.44,2681.42,2
5456,90.19,218.41,56.05,25.94,134.5,23.35,3208.86,0
5457,83.29,203.57,48.97,34.01,68.52,24.15,3114.88,2
5458,128.22,215.54,54.48,34.75,143.58,21.44,2943.63,5
5459,89.21,190.27,57.02,30.16,95.1,17.56,2905.32,0
5460,104.2,180.01,58.14,29.3,135.17,17.99,3114.65,1
5461,112.03,190.39,55.74,33.6,75.56,19.62,2835.87,3
5462,81.67,191.39,50.46,29.01,96.66,22.92,2956.96,3
5463,95.11,202.8,51.03,35.97,60.41,23.16,3488.35,3
5464,111.55,204.47,40.02,25.66,136.31,17.73,2895.39,1
5465,97.15,186.92,56.77,23.17,122.11,23.39,3152.73,0
5466,111.63,181.95,56.58,35.77,53.25,16.62,3083.01,2
5467,98.65,185.44,55.57,34.11,77.13,19.46,3198.43,5
5468,102.94,193.59,58.48,25.11,128.06,20.05,3337.86,3
5469,114.45,206.25,48.72,28.56,141.31,22.46,3176.81,5
5470,87.56,191.38,39.09,30.53,142.98,19.75,3221.89,4
5471,81.87,207.19,49.36,27.55,79.82,20.9,3371.85,2
5472,110.37,200.02,46.52,25.79,53.04,19.73,2837.18,4
5473,120.96,199.77,51.77,35.44,88.9,23.84,3209.61,0
5474,98.0,198.32,54.13,33.68,70.63,20.65,3236.61,1
5475,101.41,182.11,44.79,29.41,72.99,18.65,2908.18,2
5476,94.11,199.09,41.04,28.73,71.18,19.68,2979.33,3
